"cluster","neighbor","sil_width"
2,1,0.506642751071979
2,1,0.18696884468091
2,1,0.435404235098266
2,1,0.46026527197253
2,1,0.303712864000295
2,1,0.523091959552908
2,1,0.509591798766497
2,1,0.294858847545576
2,1,0.512806155932414
2,1,0.235492606013999
2,1,0.175075751883805
2,1,0.263397020594303
1,3,-0.0548965008272771
2,1,0.532156924152627
2,1,0.500779110748341
2,1,0.205376609168399
3,1,-0.156489456381781
2,1,0.263397020594303
3,1,0.170561513227554
2,1,0.530076146943867
2,1,0.532760267733256
1,3,0.328392699395016
2,1,0.230029295793203
3,2,0.0370683832423642
2,1,0.490434419865871
1,2,0.0999405609271576
2,1,0.205376609168399
3,1,0.244594364005552
2,1,0.110305537300138
3,1,-0.116225321697041
1,2,0.280122862355935
2,1,0.303712864000295
2,1,0.424851706054443
2,1,0.363539250443897
2,1,0.246346834085425
2,1,0.523091959552908
3,1,0.41387518134725
2,1,0.465641813105702
1,2,0.245255960021552
1,2,0.430594403302621
3,1,-0.3493181163749
2,1,0.263397020594303
2,1,0.523091959552908
1,2,-0.233077765614829
2,1,0.292763252230811
1,2,0.426414366379532
3,1,-0.371782648517141
2,1,0.532760267733256
2,1,0.506642751071979
3,1,0.11186569081054
1,3,0.245990988208275
1,2,-0.00309975592728405
3,1,0.368750724142184
1,2,0.455783975698787
2,1,0.34385109546168
3,1,-0.00533977120647361
3,2,0.0679920482028532
3,1,0.260838849827411
2,1,0.290082380538507
3,1,0.398194007475039
1,2,-0.174259656797175
2,1,0.353736865214626
3,1,0.150618244470904
2,1,0.418783025334085
1,2,0.282351770230487
1,2,0.311505116326917
2,1,0.198533376657701
2,1,0.290239045377105
3,1,-0.146425335483752
2,1,0.532016721206185
2,1,0.46026527197253
2,1,0.435404235098266
1,2,0.137706375279879
2,1,0.34385109546168
2,1,0.401249512540434
3,1,0.429523232410889
2,1,0.38274480971059
1,3,0.239679049056061
3,1,0.0383100537857013
2,1,0.523091959552908
3,1,0.430891913585838
1,3,0.410109166911977
3,1,0.398815206999439
2,1,0.128901816975013
2,1,0.500779110748341
1,2,-0.136047422287602
3,1,0.439092584776955
1,2,-0.0474290262247977
2,1,0.38274480971059
2,1,0.532016721206185
2,1,0.45114501085526
2,1,0.478711116563059
1,2,0.345235708946257
3,1,0.194145499022676
1,2,-0.225507627513331
2,1,0.499896134717532
2,1,0.530076146943867
2,1,0.230029295793203
2,1,0.478711116563059
3,1,-0.0287217461378241
2,1,0.266905118317933
2,1,0.509591798766497
2,1,0.532156924152627
2,1,0.418783025334085
3,1,-0.228903474366732
2,1,0.439886333289564
2,1,0.512806155932414
3,1,0.228854763249455
3,1,0.246053409206791
2,1,0.384475386495611
3,1,-0.213866993274579
1,2,0.335010677525462
1,2,0.198415345291676
2,1,0.478711116563059
1,2,0.378417107225575
3,1,0.0135694611193154
3,1,-0.143515874183224
3,1,0.0483753620004482
2,1,0.283526649711787
2,1,0.243657353967102
2,1,0.283963621755697
2,1,0.235203972843654
1,2,0.404590982438627
2,1,0.478711116563059
1,3,-0.235495737158949
2,1,0.371100198478105
2,1,0.246346834085425
2,1,0.465641813105702
3,1,0.130121365988286
1,3,0.141037546007842
2,1,0.362411541231215
2,1,0.530331020021723
3,1,0.407330476191446
3,1,0.408078491324331
2,1,0.492590501830697
3,1,-0.18528061635331
1,3,0.440703047077986
2,1,0.45114501085526
2,1,0.169138522160182
2,1,0.280218342687479
3,1,0.447480587584389
1,3,0.366561341547783
3,1,0.348257135109603
2,1,0.224109346408695
2,1,0.451581865074578
3,1,0.347172404552678
2,1,0.500779110748341
3,1,0.359046735791897
3,1,0.24019823183584
3,1,0.452242739127389
2,1,0.38274480971059
1,3,0.20721601758198
3,1,0.336259109057081
3,1,0.0995837503957709
2,1,0.51833273089905
2,1,0.433832169774984
3,1,0.237380194255656
3,1,0.220020035865961
3,1,-0.0330457413392518
2,1,0.135264023802812
1,2,0.294369611355343
1,2,0.431118995079189
2,1,0.290239045377105
2,1,0.532016721206185
3,1,0.0642839067571991
2,1,0.34385109546168
2,1,0.500779110748341
2,1,0.506642751071979
1,2,0.478541113786942
3,1,0.434288957521304
2,1,0.363539250443897
1,2,0.367562516294178
1,3,0.17225456976891
2,1,0.478711116563059
2,1,0.415845019270407
2,1,0.435404235098266
3,1,0.415401867527658
3,1,0.389438957180729
3,1,0.295601673544223
2,1,0.18696884468091
1,2,0.224627658422809
1,2,0.388573590435511
2,1,0.397773329600698
2,1,0.509591798766497
1,2,0.443653901477795
1,2,0.459917584465605
3,1,0.43408576772404
2,1,0.224272905475483
2,1,0.18696884468091
1,3,0.450241215333883
1,3,0.426861880483683
1,2,0.232105435511694
3,1,0.32227628890452
3,1,-0.0544424706861605
2,1,0.509591798766497
3,1,0.0422689640689224
3,1,0.438505011929492
3,1,0.318349728773053
3,1,0.191565135481064
2,1,0.490434419865871
1,2,0.424519297805693
3,1,0.0276195318560539
2,1,0.29433811092847
2,1,0.435404235098266
1,2,0.406128420727746
3,1,0.325021419789769
2,1,0.523091959552908
2,1,0.36902274722526
2,1,0.465641813105702
2,1,0.32385249833664
2,1,0.512806155932414
3,1,0.423436047860283
2,1,0.362411541231215
2,1,0.38274480971059
2,1,0.362411541231215
1,3,0.428055743090586
1,2,0.37844759733858
1,2,0.447762982011529
3,1,-0.211205378514765
3,1,0.331569066031019
2,1,0.500779110748341
2,1,0.433832169774984
1,2,0.282100717870121
2,1,0.428625135072263
2,1,0.530331020021723
2,1,0.224272905475483
2,1,0.293934336328259
3,1,0.265097139254778
1,3,0.401397635672604
1,3,0.333223687336762
1,2,0.444243410200878
2,1,0.522682177605267
2,1,0.52716724876013
3,1,0.202893476263463
2,1,0.523091959552908
2,1,0.436701623986438
2,1,0.465641813105702
2,1,0.263397020594303
1,2,0.451889478211619
2,1,0.465641813105702
3,1,0.00109033243139455
2,1,0.484922787612725
1,3,0.440018160851336
3,1,0.316627636157878
1,2,0.460948666548117
2,1,0.394521296533789
1,2,0.256016154851387
1,2,0.36250245710965
2,1,0.263397020594303
3,1,0.0848894446916616
2,1,0.532760267733256
1,3,0.237350722744177
2,1,0.465641813105702
1,2,0.422651474640773
1,2,0.476855835516982
2,1,0.522682177605267
2,1,0.303712864000295
1,2,0.0892835330895969
2,1,0.38274480971059
2,1,0.303712864000295
2,1,0.169138522160182
1,2,0.381303226478504
1,2,0.454652789039112
1,2,0.156680419098013
2,1,0.401249512540434
2,1,0.32385249833664
3,1,0.0835803259644904
2,1,0.506642751071979
2,1,0.465641813105702
1,2,0.476905891865934
2,1,0.415845019270407
2,1,0.512806155932414
2,1,0.283526649711787
3,1,0.438970277530716
1,3,0.317547264146453
2,1,0.135264023802812
3,1,0.029557854965711
1,3,-0.216973434769424
3,1,0.411855305083636
2,1,0.18696884468091
2,1,0.294858847545576
2,1,0.424851706054443
1,2,0.459937259052477
2,1,0.18696884468091
2,1,0.465641813105702
3,1,-0.139361361658001
1,2,0.12143790362636
3,1,-0.379124683576367
1,2,-0.255864443393798
3,1,0.410361863887502
3,1,0.439381317969129
2,1,0.337021388696851
2,1,0.530076146943867
3,1,0.198446841020555
2,1,0.522682177605267
2,1,0.532016721206185
2,1,0.509591798766497
1,2,-0.107241381377961
1,2,0.241487326472012
1,3,0.122995567630311
2,1,0.506642751071979
2,1,0.32385249833664
2,1,0.532760267733256
1,2,-0.320857328647481
3,1,-0.346007950837472
2,1,0.170708809385494
1,2,-0.312255117192419
2,1,0.52716724876013
2,1,0.530076146943867
3,1,0.302816606209514
3,1,0.031254217393008
2,1,0.532760267733256
2,1,0.45114501085526
2,1,0.283526649711787
3,1,0.412953446628313
3,1,0.420773142516471
2,1,0.512806155932414
3,1,0.157185641546199
3,1,0.454990673096912
1,3,0.479286793188413
3,1,0.297324048875124
2,1,0.170702738702654
1,2,0.34772527595868
3,1,0.385399688181175
3,1,-0.0319211747626129
3,1,0.309649407250505
2,1,0.490434419865871
3,1,0.250642789683259
3,1,0.42378523842964
2,1,0.205376609168399
1,2,0.44078588968272
3,1,0.446983496057676
2,1,0.481812762024272
2,1,0.435404235098266
2,1,0.499896134717532
1,2,0.471081051441501
2,1,0.135264023802812
1,2,0.367522666441845
1,3,0.350529186703265
2,1,0.45114501085526
2,1,0.135264023802812
1,2,0.233480310294342
3,1,0.424732679570295
1,2,0.181479495694177
3,1,0.361763457959877
2,1,0.451581865074578
3,1,0.0728632604582039
1,2,0.418801019787632
1,2,0.395307573441005
3,1,0.208566077529232
2,1,0.363539250443897
2,1,0.490434419865871
2,1,0.135264023802812
1,2,0.39552633267411
1,2,0.164403200479471
1,2,0.351516643674976
1,3,0.453342921291249
1,3,-0.267403492735798
2,1,0.353790599081642
2,1,0.532156924152627
2,1,0.462453689814616
3,1,0.0186818848364586
2,1,0.245334423771722
1,2,0.188335626692023
3,1,0.176001487968471
2,1,0.532016721206185
3,1,-0.313443660525317
3,1,-0.201259433896824
1,3,0.455059008610056
2,1,0.523091959552908
2,1,0.283526649711787
3,1,0.14266565848326
1,2,0.408644101557102
1,2,0.431791430851085
3,1,0.121809400945769
1,2,0.406396483654768
2,1,0.401249512540434
1,3,0.385627269392598
3,1,0.0417156163399212
3,1,-0.268055138125943
1,2,0.467622458673312
2,1,0.224272905475483
2,1,0.415845019270407
2,1,0.170702738702654
1,2,0.257559721918736
3,1,0.0881295059496934
1,2,0.427868182248285
1,3,0.189965234301895
1,2,0.184030399346243
2,1,0.51833273089905
3,1,0.399049846490239
1,2,0.412249794803326
1,3,0.477379066196838
3,1,0.44219092024359
2,1,0.251683819934236
3,1,-0.0525512641830807
3,1,0.195494360086366
2,1,0.530331020021723
2,1,0.415845019270407
2,1,0.532156924152627
3,1,-0.283011461623481
1,2,-0.0261238981886627
2,1,0.490434419865871
1,3,0.0746421955069499
3,1,0.0783535636522973
2,1,0.135264023802812
2,1,0.415845019270407
3,1,-0.194193674428122
2,1,0.256889352079288
2,1,0.532760267733256
2,1,0.266905118317933
2,1,0.371100198478105
3,1,-0.346288129558657
2,1,0.490434419865871
3,1,-0.0170076806843694
3,1,0.321516270494095
3,1,0.31039813397971
2,1,0.135264023802812
1,2,0.197026359488637
2,1,0.435404235098266
2,1,0.532156924152627
3,1,0.105479187626758
1,2,0.392040446120709
2,1,0.263397020594303
1,3,0.466895725473479
3,1,-0.0533319954655887
3,1,0.396355628169544
1,2,0.187605226727278
3,1,-0.382208381802048
2,1,0.52716724876013
2,1,0.532016721206185
2,1,0.418783025334085
3,1,0.350220437161004
2,1,0.224272905475483
1,3,0.205020542876095
3,1,0.402603247868718
1,3,0.177172312278497
2,1,0.532760267733256
2,1,0.303712864000295
2,1,0.478711116563059
3,1,0.415808291228259
2,1,0.516823986883981
2,1,0.205376609168399
2,1,0.433832169774984
3,1,-0.211444614973938
2,1,0.530076146943867
3,1,0.445306049305895
3,1,0.437985902954917
2,1,0.424851706054443
1,3,0.343976703575632
3,1,0.464333623738529
3,1,0.336056788678169
2,1,0.51833273089905
3,1,0.410772717920541
3,1,0.194023868154976
1,3,0.401966848857751
2,1,0.45114501085526
2,1,0.224272905475483
2,1,0.290082380538507
1,3,0.435973331052824
2,1,0.532156924152627
3,1,0.207836843661933
2,1,-0.00693198094092964
1,2,0.475497911122206
2,1,0.478711116563059
2,1,0.219247223556589
1,2,0.360137248814731
3,1,0.337486264927667
3,1,0.378420215035176
3,1,0.0146804344592791
2,1,0.532760267733256
2,1,0.489917911485871
2,1,0.295024972586873
1,2,-0.159404213908318
2,1,0.290082380538507
3,1,0.349096767226052
1,3,0.240985999470224
1,2,0.347057499548504
1,3,0.376460598750972
1,2,0.425197268358285
2,1,0.490434419865871
2,1,0.490434419865871
2,1,0.224272905475483
3,1,0.141480890132773
2,1,0.290591680669297
2,1,0.205376609168399
3,1,0.465110997819695
3,1,0.462915705282904
2,1,0.45114501085526
2,1,0.490434419865871
2,1,0.468743872226552
2,1,0.468743872226552
3,1,0.420590601098608
2,1,0.52716724876013
2,1,0.295024972586873
2,1,0.363539250443897
2,1,0.397773329600698
1,2,0.266659912924684
3,1,0.257375073177424
3,1,0.306062312192305
3,1,-0.337958536595276
2,1,0.292304825396998
3,1,0.459058441723221
1,2,0.0674669962435443
2,1,0.463223184132974
2,1,0.506642751071979
2,1,0.492590501830697
2,1,0.500779110748341
3,1,-0.367335418160145
2,1,0.424851706054443
1,2,0.338891063893152
3,1,0.162096648531088
3,1,0.0497499608805346
1,2,0.337664460368723
2,1,0.45114501085526
2,1,0.283526649711787
2,1,0.51833273089905
1,2,0.456944041271105
3,1,-0.17797952632069
1,2,0.0861586772349445
1,2,-0.0684086644515208
1,3,-0.091545444655951
1,2,0.359297692687907
2,1,0.530331020021723
3,1,0.311205401056782
1,2,0.440068814666607
2,1,0.523091959552908
2,1,0.509591798766497
2,1,0.530331020021723
2,1,0.34385109546168
3,1,0.222628251632867
3,1,0.419447117484293
2,1,0.283963621755697
1,3,0.346063845504104
1,2,0.410053909132039
2,1,0.52716724876013
2,1,0.415845019270407
3,1,0.193606928769699
2,1,0.283526649711787
2,1,0.294858847545576
1,3,0.210967990665841
1,2,0.35779842453544
1,2,0.347314900571713
3,1,0.28747536840212
2,1,0.522682177605267
1,2,0.00290831430158461
1,2,0.0256927180383023
1,2,0.337595037543707
2,1,0.266905118317933
3,1,0.146215339153288
2,1,0.135264023802812
3,1,-0.0485864284575661
1,2,0.144929024572957
2,1,0.500779110748341
2,1,0.435404235098266
1,3,0.197555414268716
2,1,0.240934360380862
1,2,0.273705525212242
1,3,0.277398045773174
3,1,0.427607285838183
3,1,0.431424996626728
2,1,0.476963043146139
2,1,0.500779110748341
3,1,-0.00745146775379393
2,1,0.522682177605267
2,1,0.371100198478105
2,1,0.150708287287773
2,1,0.445233688059082
3,1,0.295238017356848
2,1,0.155779801766223
1,2,0.367883678101513
3,1,0.095110620412078
2,1,0.280218342687479
2,1,0.45114501085526
3,1,0.398045872545746
1,2,0.0464395125173371
3,1,0.447032142856861
2,1,0.246346834085425
1,3,-0.18424224742844
3,1,0.222741099162953
3,1,0.18691687330151
2,1,0.509591798766497
3,1,0.28688709560242
2,1,0.51833273089905
3,1,0.164993542183555
2,1,0.44274184869936
2,1,0.490434419865871
1,2,-0.324712929416243
1,2,0.472160710878269
1,2,0.44831905615973
1,2,0.352176842688269
2,1,0.452807422967412
2,1,0.530076146943867
1,3,0.438834211468353
3,1,-0.0535285896619214
2,1,0.32385249833664
1,2,0.353792631447522
3,1,0.393737932189008
2,1,0.507108378665825
1,2,0.273050778833224
1,2,0.306194342833512
2,1,0.51833273089905
2,1,0.38274480971059
2,1,0.532016721206185
2,1,0.435404235098266
1,2,0.416106818068985
1,2,0.409408731211866
1,2,0.199424496081895
2,1,0.34385109546168
1,3,0.396347364543687
2,1,0.46026527197253
1,2,0.260254122481485
3,1,0.0907889930781162
2,1,0.40159531486034
3,1,-0.211493394998361
2,1,0.379899874923008
2,1,0.465641813105702
2,1,0.224272905475483
3,1,0.172203666120167
2,1,0.329403703107851
1,2,0.488426043891198
1,2,0.161287137969393
2,1,0.484922787612725
2,1,0.371100198478105
2,1,0.499896134717532
2,1,0.363539250443897
1,3,0.402189606419193
1,2,-0.16066218473626
1,2,0.436866913853795
1,3,0.387995967176003
1,2,0.392423621979118
2,1,0.203549020662317
1,3,0.338815197502791
2,1,0.509591798766497
3,1,0.3392291976695
2,1,0.523091959552908
2,1,0.200105276405661
2,1,0.45114501085526
3,1,-0.0546289926622615
3,1,0.403851256761564
2,3,0.22360637169678
1,3,0.182865606672305
1,2,0.396127696354059
1,2,0.318339959724328
3,1,0.436752340236285
2,1,0.418783025334085
2,1,0.478711116563059
1,2,0.173813740914589
2,1,0.530331020021723
2,1,0.435404235098266
2,1,0.38274480971059
2,1,0.418783025334085
2,1,0.276913445815114
3,1,0.119087765534334
2,1,0.224272905475483
2,1,0.44274184869936
2,1,0.418783025334085
2,1,0.490434419865871
2,1,0.415845019270407
3,1,0.456589494239726
2,1,0.276913445815114
1,2,0.30670389979311
2,1,0.523091959552908
3,1,0.0217190867953832
2,1,0.530076146943867
2,1,0.224272905475483
2,1,0.490434419865871
2,1,0.205376609168399
3,1,0.081580391964136
1,2,0.477652026781198
1,3,0.0739770819767022
1,2,0.204685338130333
1,2,0.333763870082484
1,2,0.24185889284886
2,1,0.532016721206185
3,1,0.442204514123792
2,1,0.371100198478105
1,3,0.19806536879314
2,1,0.38274480971059
2,1,0.254671509561054
1,2,0.466348686369862
3,1,-0.297554851638803
2,1,0.499896134717532
2,1,0.527049650908512
3,1,0.341837147518392
3,1,0.180300184806358
3,1,-0.0249602569578982
2,1,0.532016721206185
3,1,0.459033161785959
1,2,0.117727581334955
1,2,0.186704871792073
1,2,-0.172966638174343
3,1,0.31582862027543
2,1,0.530076146943867
2,1,0.516823986883981
3,1,0.378675002351683
2,1,0.509591798766497
1,2,0.315715155952018
2,1,0.509591798766497
3,1,0.357545476993244
2,1,0.506642751071979
2,1,0.484922787612725
2,1,0.379899874923008
3,1,-0.231551818815636
2,1,0.465641813105702
3,1,0.452060737001091
1,2,-0.00295286838278283
1,2,0.47251320717073
3,1,0.224005410908011
2,1,0.500779110748341
3,1,-0.088116793477403
2,1,0.532760267733256
2,1,0.509591798766497
3,1,0.317182929991549
3,1,0.355480265446656
3,1,0.446021491224642
2,1,0.509591798766497
2,1,0.476963043146139
1,3,0.398748353168211
3,1,0.381004435283634
2,1,0.499896134717532
1,2,0.476961834544862
1,2,0.0981287105988399
2,1,0.397773329600698
2,1,0.530076146943867
2,1,0.512806155932414
2,1,0.512806155932414
3,1,0.199082540310818
2,1,0.363539250443897
3,1,0.405899575731938
2,1,0.345331505098981
3,1,0.415814029543036
2,1,0.522682177605267
1,2,0.129128643304597
2,1,0.290082380538507
1,2,0.426319609623094
2,1,0.532156924152627
2,1,0.452215415046493
2,1,0.490434419865871
1,2,0.328523495934813
2,1,0.151927869446104
3,1,0.265753409830326
2,1,0.532156924152627
3,1,0.419192722582345
2,1,0.345331505098981
1,2,0.424723875905501
2,1,0.251683819934236
2,1,0.509591798766497
3,1,0.329785074883055
3,1,0.446601701447536
2,1,0.243657353967102
1,3,-0.109901090888751
1,2,0.197931112051582
2,1,0.522682177605267
3,1,0.466988441882583
1,3,0.456412110471443
2,1,0.532016721206185
3,1,0.395489364378793
3,1,0.199723697906512
3,1,-0.0163970995258661
1,2,0.473936665551023
3,1,0.455277643274496
2,1,0.516823986883981
2,1,0.271364120476637
2,1,0.52716724876013
3,1,-0.297698033726944
2,1,0.391623573472642
2,1,0.379899874923008
1,3,0.355850298721466
3,1,0.309217093434509
2,1,0.219247223556589
1,3,0.445952543951271
3,1,0.16077996713062
2,1,0.509591798766497
3,1,0.294821364143234
1,2,0.455462165931479
2,1,0.465641813105702
2,1,0.205376609168399
2,1,0.28234973456895
2,1,0.363539250443897
2,1,0.379899874923008
2,1,0.295024972586873
2,1,0.532156924152627
3,1,-0.186687049699975
2,1,0.492590501830697
2,1,0.32385249833664
1,3,0.358955135970762
3,1,-0.0358858265086503
1,2,0.47512500687503
3,1,0.453109569069314
2,3,0.102725575857155
3,1,0.383954459635284
3,1,0.305915770301937
3,1,-0.229709119046412
1,2,0.336282428762832
3,1,-0.125933996085075
1,3,0.1503161551709
1,2,0.342211365393647
2,1,0.52716724876013
2,1,0.290239045377105
3,1,0.417812387491006
2,1,0.465641813105702
3,1,0.16499438734649
3,1,0.354330607721023
2,1,0.512806155932414
2,1,0.45114501085526
2,3,-0.0387225435452077
1,2,0.0600574709022618
2,1,0.166455655372725
2,1,0.401249512540434
1,2,0.355270559923308
3,1,0.0195151815215104
2,1,0.286766001180783
2,1,0.45114501085526
1,2,0.462671927442365
1,2,0.131026239365346
2,1,0.516823986883981
1,3,0.082852369854657
2,1,0.532760267733256
2,1,0.401249512540434
2,1,0.532760267733256
1,3,0.455714550902881
3,1,0.0537553358245565
3,1,0.112833353928616
1,2,0.434191971567111
3,1,0.414220342330761
3,1,0.444611819937311
2,1,0.490434419865871
3,1,-0.0487879192554693
2,1,0.193631411441999
2,1,0.266905118317933
1,3,0.419238314205719
2,1,0.512806155932414
1,2,0.459064960439639
3,1,0.459445747795177
1,3,0.341086529596553
2,1,0.527049650908512
1,3,0.197646785074363
3,1,0.388036307010805
1,2,0.418726245879341
3,1,0.353262035304587
1,2,0.428962061347618
1,2,-0.203463851772663
2,1,0.433832169774984
3,1,0.13374376143764
3,1,-0.142438342076388
1,2,0.382114904338645
2,1,0.530331020021723
1,3,0.311725220546084
1,2,0.259907495287173
2,1,0.32385249833664
2,1,0.490434419865871
3,1,0.323746859436743
3,1,-0.225687307396746
2,1,0.509591798766497
2,1,0.509591798766497
3,1,0.126591729618676
2,1,0.32385249833664
2,1,0.530331020021723
1,2,0.467230237317155
2,1,0.292304825396998
1,2,0.217426655856744
2,1,0.32385249833664
2,1,0.532156924152627
2,1,0.303712864000295
2,1,0.32385249833664
1,3,0.47027341506928
3,1,0.274579587553132
3,1,0.411359936761386
3,1,0.394547075973781
1,2,0.31016655612957
2,1,0.435404235098266
1,2,0.448355635592266
3,1,0.134946155000728
2,1,0.243657353967102
3,1,0.464430194137381
3,1,0.445854271689345
2,1,0.532016721206185
1,2,0.450151339494564
2,1,0.415845019270407
3,1,0.441196711132928
2,1,0.252115382641028
3,1,0.332593832587332
2,1,0.17415609907173
2,1,0.522682177605267
3,1,0.463568118542539
2,1,0.51833273089905
2,1,0.509591798766497
2,1,0.32385249833664
2,1,0.45114501085526
1,2,0.205033343049365
3,1,0.432042166343744
3,1,0.234545468427282
3,1,0.390608580891341
2,1,0.465641813105702
2,1,0.530331020021723
3,1,0.455653852851145
2,1,0.512806155932414
1,3,0.31891758366861
2,1,0.484922787612725
3,1,0.449691023094755
2,1,0.193631411441999
2,1,0.527049650908512
2,1,0.246346834085425
1,2,0.449869098066802
2,1,0.205376609168399
2,1,0.261973172958107
2,1,0.499896134717532
3,1,0.217892838507845
3,1,0.00399824046030845
2,1,0.397773329600698
3,1,0.435745410836
2,1,0.435404235098266
