"cluster","neighbor","sil_width"
3,2,0.242809865117557
1,2,0.539052707359646
1,2,0.433023986949874
1,2,0.511319066862224
1,2,0.391962206403407
1,2,0.525945695225947
3,2,0.363347876909378
1,2,0.35970148456391
1,2,0.442770352693611
1,2,0.35970148456391
2,1,0.503702742450669
2,1,0.384366640070199
2,1,0.424694481677249
2,1,0.413867554283788
3,2,0.351832163116448
1,2,0.538404677676516
1,2,0.436298006318002
2,1,0.330651290091613
1,2,0.463078490304434
1,2,0.556613518701924
1,2,0.302436313856584
1,2,0.36056446366934
3,2,0.0324276745835564
2,1,0.511269539177792
2,3,0.405883978464763
2,1,0.420566855001699
1,2,0.553186726482342
1,2,0.555510482122107
3,2,0.20657136423201
1,2,0.539052707359646
1,2,0.448030438569178
1,2,0.511319066862224
1,2,0.338196842972442
2,1,0.453946383673903
1,2,0.511319066862224
2,3,0.323897195090084
1,2,0.493155491060233
2,1,0.495718620525035
3,2,0.325628689253526
2,1,0.426032216516914
1,2,0.397280258173611
2,1,0.209099550944529
2,1,0.296471551695844
1,2,0.338196842972442
2,3,0.248100081096983
1,2,0.555223475846625
2,3,0.356170835849041
1,2,0.511319066862224
2,1,0.391246993057614
2,1,0.4894050647654
1,2,0.553186726482342
1,2,0.374237069386471
2,1,-0.0308296300443857
1,2,0.442770352693611
1,2,0.374237069386471
1,2,0.250555020234213
2,1,0.367188575010654
2,1,0.451047175529332
2,1,0.0449386794665866
1,2,0.458415060265011
1,2,0.391962206403407
3,2,0.0319496661974993
1,2,0.518464849746039
1,2,0.511319066862224
2,1,0.485222357303655
1,2,0.416773513399025
1,2,0.525945695225947
1,2,0.356286259478183
3,2,0.429353522118443
2,3,0.389415451488681
1,2,0.217702406550789
3,2,0.0210500322427326
3,2,0.201649974391849
3,2,0.470365557724142
1,2,0.267539356160123
1,2,0.363307824477805
1,2,0.426526963594928
2,1,0.444653429557167
1,2,0.267539356160123
1,2,0.511319066862224
2,3,0.423466703093849
2,1,0.00160304981608718
2,1,0.520211374953478
1,2,0.312854719244835
3,2,0.45077798468038
3,2,0.45094980387642
1,2,0.332950218345247
1,2,0.549122707980193
3,2,-0.0698467782905762
1,2,0.553186726482342
1,2,0.552725174210325
1,2,0.544727883682668
1,2,0.213161164671598
2,1,0.127985239760412
2,3,0.20268525795994
1,2,0.518464849746039
1,2,0.391962206403407
1,2,0.555223475846625
1,2,0.355627951540279
2,1,0.524733946003583
1,2,0.162545985920115
1,2,0.351525422150359
1,2,0.555510482122107
1,2,0.549122707980193
3,2,0.354325502040772
3,2,0.0438740881026521
1,2,0.555223475846625
1,2,0.499665348382281
1,2,0.356286259478183
3,2,0.385443294283047
3,2,0.458606736546107
1,2,0.525945695225947
2,3,0.158018965031795
3,2,0.494267479264992
2,1,0.500272636165765
3,2,0.230036244200149
1,2,0.197434493821226
2,1,0.322796000143416
3,2,0.264856123908152
2,3,0.089990799241773
3,2,0.164049866798838
1,2,0.530661862904801
3,2,-0.0176050585634471
3,2,0.382239795649993
1,2,0.28486153174254
2,1,0.437797116556006
3,2,0.496177094685418
1,2,0.50655281116535
1,2,0.486816926034295
1,2,0.51046183815661
2,1,0.468295585467171
1,2,0.217702406550789
2,1,0.327526289195595
2,1,0.507620489638045
1,2,0.499665348382281
1,2,0.217702406550789
2,1,0.189183550191665
3,2,0.387849424049863
2,1,0.119455241381551
3,2,0.246601469542555
1,2,0.455766888003361
2,3,0.209268201152117
2,1,0.426821147842528
2,1,0.327105402941643
3,2,0.0142843997720856
1,2,0.426367555740559
1,2,0.530661862904801
1,2,0.217702406550789
2,1,0.337951373249907
2,1,0.0855109764621733
2,1,0.295755234168734
2,1,0.499429241877913
3,2,0.254061647876965
1,2,0.350598337067589
1,2,0.556483392642506
1,2,0.470734299517095
2,3,0.193999837089673
1,2,0.330046342013566
2,1,0.079504124937762
2,3,0.128319184629398
1,2,0.552725174210325
2,1,0.52255717628772
2,3,0.456509077828255
2,1,0.500634361080667
1,2,0.539052707359646
1,2,0.356286259478183
2,3,0.199178617066204
2,1,0.359287236158995
2,1,0.421778726939087
3,2,0.0839369273513651
2,1,0.404461179721286
1,2,0.458415060265011
2,1,0.515135947344655
3,2,-0.00989974707842463
2,3,0.503698743827412
2,1,0.465815113955758
1,2,0.302436313856584
1,2,0.416773513399025
1,2,0.197434493821226
2,1,0.297766589156175
2,3,0.200578918479165
2,1,0.416756571322712
2,1,0.351727363624161
2,1,0.139274009258447
1,2,0.532849672576404
3,2,0.342404232374769
2,1,0.412501470389191
2,1,0.48883852602546
3,2,0.41745403850004
1,2,0.298950035234746
2,3,0.357872423611572
3,2,-0.0671569900788376
1,2,0.556613518701924
1,2,0.416773513399025
1,2,0.556483392642506
2,3,0.497727342968272
1,2,0.0478378425750879
1,2,0.530661862904801
2,3,0.116938564027521
3,2,0.0790125621153711
1,2,0.217702406550789
1,2,0.416773513399025
2,3,0.463626882702441
1,2,0.305790391986582
1,2,0.555223475846625
1,2,0.319172941606399
1,2,0.368907662206589
2,1,0.431769083276943
1,2,0.530661862904801
3,2,-0.0204786172188579
3,2,0.131430122969491
3,2,0.367138345484125
1,2,0.217702406550789
2,1,0.233458690129624
1,2,0.486816926034295
1,2,0.556483392642506
2,3,0.238913563584637
2,1,0.359683190933135
1,2,0.338196842972442
2,1,0.495432256992935
2,3,0.114774537786815
3,2,0.329853203000182
2,1,0.0978365190833915
2,1,0.444357504932647
1,2,0.555510482122107
1,2,0.552725174210325
1,2,0.473078287382099
3,2,0.409912489919756
1,2,0.302436313856584
2,3,0.386277453936546
3,2,0.444801703318863
2,1,0.171589686509803
1,2,0.555223475846625
1,2,0.374237069386471
1,2,0.521626059873923
3,2,0.411961911040175
1,2,0.549594028845674
1,2,0.28486153174254
1,2,0.436298006318002
2,3,0.429989915516374
1,2,0.549122707980193
3,2,0.407199339880264
3,2,0.440752130725833
1,2,0.426526963594928
2,3,0.422770118304469
3,2,0.493406671218417
3,2,0.161014760977636
1,2,0.532849672576404
3,2,0.352915549912267
2,3,0.105817156756214
2,1,0.460415549217624
1,2,0.499665348382281
1,2,0.302436313856584
1,2,0.353051176750858
2,1,0.449312644690996
1,2,0.556483392642506
2,3,0.0937481835269131
2,1,0.0594329117349269
2,1,0.480514450145874
1,2,0.521626059873923
1,2,0.257555965398024
2,1,0.278417375543689
3,2,0.397742140224412
3,2,0.421470793027208
2,3,0.313335973168917
1,2,0.555223475846625
1,2,0.503595471145083
1,2,0.365274571689304
1,2,0.195170136131485
1,2,0.353051176750858
3,2,0.390561828607016
2,1,0.21442500213633
2,1,0.30059347773978
2,1,0.448193607240874
2,1,0.434789321397501
1,2,0.530661862904801
1,2,0.530661862904801
1,2,0.302436313856584
2,3,0.089177438903812
1,2,0.279186195455185
1,2,0.28486153174254
3,2,0.493938806625996
3,2,0.496351267070275
1,2,0.499665348382281
1,2,0.530661862904801
1,2,0.474846445710225
1,2,0.474846445710225
3,2,0.353660119323907
1,2,0.555510482122107
1,2,0.365274571689304
1,2,0.426367555740559
1,2,0.397339320759612
2,1,0.198419186965833
3,2,0.244446590845836
3,2,0.147612737544881
2,1,0.4726099079161
1,2,0.357107851312306
3,2,0.44814602733414
1,2,0.0065312052573503
1,2,0.473272215974178
1,2,0.518464849746039
1,2,0.501964003971558
1,2,0.538404677676516
2,1,0.484355799612071
1,2,0.426526963594928
2,1,0.276028745722648
3,2,0.18054291583386
2,3,0.182212771714401
2,1,0.303621301091393
1,2,0.499665348382281
1,2,0.356286259478183
1,2,0.532849672576404
2,1,0.437334721546406
2,3,0.42539868230533
2,1,-0.0011719529240196
1,2,0.109188658589847
3,2,0.0215081432925986
2,1,0.304166831318669
1,2,0.556613518701924
3,2,0.139919634645087
2,1,0.409710116405686
1,2,0.539052707359646
1,2,0.544727883682668
1,2,0.556613518701924
1,2,0.409385065326515
3,2,0.258408299123589
3,2,0.465651026045524
1,2,0.34329076374366
2,3,0.480624240138184
2,1,0.360265871417812
1,2,0.555510482122107
1,2,0.416773513399025
2,3,0.107639371863211
1,2,0.356286259478183
1,2,0.363307824477805
2,1,0.230062611412807
2,1,0.350722122575514
2,1,0.291595154166221
3,2,0.215264130333722
1,2,0.553186726482342
1,2,0.0371617286405744
1,2,0.109671412218001
2,1,0.254990006364033
1,2,0.319172941606399
2,3,0.177704105878473
1,2,0.217702406550789
2,3,0.300424815352586
2,1,0.0965023152498711
1,2,0.538404677676516
1,2,0.486816926034295
2,3,0.273817435231187
1,2,0.285052879206704
2,1,0.325543470233339
2,3,0.323425846047567
3,2,0.386770939082395
3,2,0.465346586980165
1,2,0.484105018311193
1,2,0.538404677676516
2,3,0.340346816979789
1,2,0.553186726482342
1,2,0.368907662206589
1,2,0.173148039064444
1,2,0.479361559567249
3,2,0.144661951382514
1,2,0.182053528410967
2,1,0.322546560889187
3,2,0.0764027131819417
1,2,0.337745647213797
1,2,0.499665348382281
3,2,0.417814675034594
1,2,0.0649652723293724
3,2,0.441980953694562
1,2,0.292019218042243
3,2,0.128695915974356
3,2,0.207367997053181
2,3,0.118328451281381
1,2,0.544727883682668
3,2,0.227982574372281
1,2,0.532849672576404
2,3,0.165962854071389
1,2,0.446044679727056
1,2,0.530661862904801
1,2,0.347769243790134
2,1,0.490327130139586
2,1,0.426440739548924
2,1,0.308821555807
1,2,0.463574787033233
1,2,0.549122707980193
2,1,0.485538801983105
2,3,0.331197359897324
1,2,0.391962206403407
2,1,0.380521717853173
3,2,0.297020599428811
1,2,0.527378555327977
2,1,0.167841157647599
2,1,0.349661764527277
1,2,0.532849672576404
1,2,0.442770352693611
1,2,0.552725174210325
1,2,0.486816926034295
2,1,0.396594385901252
2,1,0.402820269059505
2,1,0.0875480328638403
1,2,0.409385065326515
2,1,0.50590937101797
1,2,0.465382888683006
2,1,0.168436938659373
2,3,0.246147324557891
1,2,0.43369383069741
2,3,0.447310413503947
1,2,0.378258177058756
1,2,0.511319066862224
1,2,0.302436313856584
2,3,0.126766556459054
1,2,0.325024291271987
2,1,0.47386324653911
2,1,0.0489799174442062
1,2,0.493155491060233
1,2,0.368907662206589
1,2,0.51046183815661
1,2,0.426367555740559
2,1,0.421559608263727
1,2,0.254076314253081
2,1,0.420709654020138
2,1,0.516198935289469
2,1,0.337453413274648
1,2,0.237943187737984
2,1,0.364006793584925
1,2,0.544727883682668
3,2,0.322879464639535
1,2,0.539052707359646
1,2,0.286645883579343
1,2,0.499665348382281
2,3,0.372087529072175
3,2,0.353120578501744
1,2,0.227031176750942
2,3,0.25128380842397
2,1,0.346620014299187
2,1,0.343277757820147
3,2,0.476456925770787
1,2,0.473078287382099
1,2,0.521626059873923
2,1,0.0653710768048431
1,2,0.556613518701924
1,2,0.486816926034295
1,2,0.442770352693611
1,2,0.473078287382099
1,2,0.357026536392381
2,3,0.201954918779275
1,2,0.302436313856584
1,2,0.446044679727056
1,2,0.473078287382099
1,2,0.530661862904801
1,2,0.416773513399025
3,2,0.483455615177319
1,2,0.357026536392381
2,1,0.235517163795215
1,2,0.539052707359646
2,3,0.291153266860882
1,2,0.549122707980193
1,2,0.302436313856584
1,2,0.530661862904801
1,2,0.28486153174254
2,3,0.201795827797078
2,1,0.483180014251725
2,3,0.0842404718987043
2,1,0.246951141532725
2,1,0.304297047450639
2,1,0.144100348108786
1,2,0.552725174210325
3,2,0.397642954780724
1,2,0.368907662206589
2,1,0.320316957650248
1,2,0.442770352693611
1,2,0.338452111899819
2,1,0.4671112218351
2,1,0.506286737994544
1,2,0.51046183815661
1,2,0.544517713976116
3,2,0.182620048519173
3,2,0.182474549057177
2,3,0.346911639950408
1,2,0.552725174210325
3,2,0.477465615855547
2,1,-0.00154360962395472
2,1,0.0992394091388384
1,2,0.246368536498893
3,2,0.333212942923885
1,2,0.549122707980193
1,2,0.549594028845674
3,2,0.284384683757118
1,2,0.544727883682668
2,1,0.255468555637729
1,2,0.544727883682668
3,2,0.224920656821822
1,2,0.518464849746039
1,2,0.493155491060233
1,2,0.378258177058756
2,3,0.457365150311761
1,2,0.511319066862224
3,2,0.429133247860763
1,2,0.0815419518371138
2,1,0.473096313303414
3,2,0.193344883339138
1,2,0.538404677676516
2,3,0.106782053545895
1,2,0.555223475846625
1,2,0.544727883682668
3,2,0.290107762653756
3,2,0.37418231150941
3,2,0.420493486383509
1,2,0.544727883682668
1,2,0.484105018311193
2,1,0.488949307724705
3,2,0.441547883696831
1,2,0.51046183815661
2,1,0.470787736540545
2,1,0.00908948011804605
1,2,0.397339320759612
1,2,0.549122707980193
1,2,0.525945695225947
1,2,0.525945695225947
3,2,-0.0416255539931885
1,2,0.426367555740559
3,2,0.322535485063006
1,2,0.341685548091326
3,2,0.435629413080418
1,2,0.553186726482342
2,1,0.0999640179607745
1,2,0.353051176750858
2,1,0.388856768794998
1,2,0.556483392642506
1,2,0.463271715264234
1,2,0.530661862904801
2,1,0.252012033683959
1,2,0.233957336644182
3,2,0.293273176949893
1,2,0.556483392642506
3,2,0.423289017207913
1,2,0.341685548091326
2,1,0.378906864024543
1,2,0.298950035234746
1,2,0.544727883682668
3,2,0.210093693407136
3,2,0.434479847467962
1,2,0.320254897665403
3,2,0.0171892192780579
2,1,0.1413281665384
1,2,0.553186726482342
3,2,0.480868966227529
2,1,0.460321193672424
1,2,0.552725174210325
3,2,0.320687650864872
3,2,-0.0243570822473715
2,3,0.340636367192497
2,1,0.491891232076896
3,2,0.438330676186867
1,2,0.549594028845674
1,2,0.350258489304132
1,2,0.555510482122107
2,3,0.501477977432884
1,2,0.39152849162356
1,2,0.378258177058756
2,1,0.450263982899914
3,2,0.362150415902468
1,2,0.257555965398024
2,1,0.507395337615985
3,2,0.14272933318772
1,2,0.544727883682668
3,2,0.150647197931414
2,1,0.433291553008614
1,2,0.511319066862224
1,2,0.28486153174254
1,2,0.361001198536019
1,2,0.426367555740559
1,2,0.378258177058756
1,2,0.365274571689304
1,2,0.556483392642506
2,3,0.441819244611195
1,2,0.501964003971558
1,2,0.391962206403407
2,1,0.511040778013995
2,1,0.120782849089355
2,1,0.477074929265891
3,2,0.465427038911951
1,3,0.108986366419235
3,2,0.436239822760052
3,2,0.358893591055243
2,3,0.457397782084761
2,1,0.282476184509321
2,3,0.406436440464504
2,1,0.211529700109973
2,1,0.326149004189062
1,2,0.555510482122107
1,2,0.365706847695787
3,2,0.409060712795739
1,2,0.511319066862224
3,2,0.122459715404793
3,2,0.302140891864198
1,2,0.525945695225947
1,2,0.499665348382281
3,1,0.0304104797712249
2,1,0.0169229345260248
1,2,0.192257010509545
1,2,0.458415060265011
2,1,0.355042706001985
2,1,0.0608596511987738
1,2,0.363867246395051
1,2,0.499665348382281
2,1,0.46407099622319
2,1,0.182298121617941
1,2,0.549594028845674
2,3,0.158005163078605
1,2,0.555223475846625
1,2,0.458415060265011
1,2,0.555223475846625
2,1,0.48943752998594
2,3,0.285598075946927
3,2,0.121283347917611
2,1,0.415927832029349
3,2,0.471893421609959
3,2,0.436109890682417
1,2,0.530661862904801
2,1,0.129116613046281
1,2,0.225623231173954
1,2,0.319172941606399
2,1,0.505282103650412
1,2,0.525945695225947
2,1,0.459912146093663
3,2,0.465218606836427
2,3,0.498179814232365
1,2,0.544517713976116
2,3,0.358688609595064
3,2,0.269868694589938
2,1,0.424597269263562
3,2,0.411782158651548
2,1,0.394811516499173
1,2,0.288031481877386
1,2,0.436298006318002
3,2,0.0703561345015148
2,3,0.410563135261109
2,1,0.368105925908397
1,2,0.556613518701924
2,3,0.485657247779781
2,1,0.162579436186674
1,2,0.391962206403407
1,2,0.530661862904801
3,2,0.203893738004679
2,3,0.470527453656087
1,2,0.544727883682668
1,2,0.544727883682668
3,2,0.118500161458171
1,2,0.391962206403407
1,2,0.556613518701924
2,1,0.47551006931506
1,2,0.357107851312306
2,1,0.117696510404322
1,2,0.391962206403407
1,2,0.556483392642506
1,2,0.374237069386471
1,2,0.391962206403407
2,1,0.486775932128244
3,2,0.156105899779477
3,2,0.460971569357342
3,2,0.451699256692811
2,1,0.248172868622641
1,2,0.486816926034295
2,1,0.443326672872005
3,2,0.0878648628925851
1,2,0.320254897665403
3,2,0.470357443683896
3,2,0.407299173783576
1,2,0.552725174210325
2,1,0.453787477905186
1,2,0.416773513399025
3,2,0.457332056220071
1,2,0.237866459195582
3,2,0.204598539824923
1,2,0.260285482736987
1,2,0.553186726482342
3,2,0.467723012995597
1,2,0.532849672576404
1,2,0.544727883682668
1,2,0.391962206403407
1,2,0.499665348382281
2,1,0.154596091321342
3,2,0.391453401668494
3,2,-0.0148925178475879
3,2,0.311076024264672
1,2,0.511319066862224
1,2,0.556613518701924
3,2,0.460888863289786
1,2,0.525945695225947
2,1,0.502078981319051
1,2,0.493155491060233
3,2,0.488936911913914
1,2,0.225623231173954
1,2,0.544517713976116
1,2,0.292019218042243
2,1,0.476523515004569
1,2,0.28486153174254
1,2,0.312542635408738
1,2,0.51046183815661
3,2,-0.0653561713630599
3,2,0.00377098868983876
1,2,0.397339320759612
3,2,0.454595036026231
1,2,0.486816926034295
3,2,0.189104482791251
1,2,0.179342120975669
1,2,0.374237069386471
3,2,0.38384345318835
2,1,0.284948094180481
2,1,0.454255930745227
