"hc_cluster","media_total_productos","media_productos_distintos","media_dias_activos","media_compras_por_semana","media_compras_entre_semana","media_compras_fin_de_semana","media_kmeans_cluster","media_cluster_final"
1,51.1460190915766,37.6658974090003,46.442672820728,9.22329654025841,41.3154306094619,9.83058848211476,1.92426308612189,1
2,26.9320062357597,26.3382899628253,0.686353279769757,25.8862869567959,22.8369109005876,4.09509533517208,1.00605588200024,2
3,129.60611907387,80.0268283719221,60.9125321572951,15.8503157889012,119.920893054024,9.68522601984565,2.67640573318633,3
