"Cluster","total_productos","productos_distintos","dias_activos","compras_por_semana","compras_entre_semana","compras_fin_de_semana"
1,0.0432465229921878,0.183181675804317,0.720142665629617,-0.477347831035302,0.0584494780869955,-0.0176705475097605
2,-0.603753863659297,-0.661075478064163,-0.972132253608308,0.325657484817426,-0.566605438472024,-0.275178032910501
3,2.14768985796671,1.89294786258125,1.26155193361977,0.374633579995786,1.95522437834157,1.10509477739999
