"kmeans_cluster","media_total_productos","media_productos_distintos","media_dias_activos","media_compras_por_semana","media_compras_entre_semana","media_compras_fin_de_semana","media_hc_cluster"
1,99.4302101200686,63.7832332761578,58.4079652658662,12.6202316436845,82.9656410806175,16.4645690394511,1.0380038593482
2,31.5409718913768,29.8048594568842,3.82134349690329,28.734751749505,26.2435921867556,5.29737970462125,1.87017627441639
3,320.24778280543,132.595294117647,75.8718552036199,29.7175924043243,255.092850678733,65.1549321266968,2.87619909502262
