"id_cliente","producto_recomendado","ranking"
"8903","05030415",4
"8903","05030103",5
"8904","01012910",1
"8904","01017105",2
"8904","01085120",3
"8904","01085505",4
"8904","01201525",5
"8905","11100128",1
"8905","05030415",2
"8905","12650103",3
"8905","04060302",4
"8905","05030103",5
"8906","01201525",1
"8906","05030498",2
"8906","05041180",3
"8906","08090113",4
"8906","08230709",5
"8907","05040682",1
"8907","05041180",2
"8907","10200709",3
"8907","14302501",4
"8907","01012905",5
"8908","01012910",1
"8908","01201525",2
"8908","02650602",3
"8908","02691015",4
"8908","02691020",5
"8909","01012910",1
"8909","10260605",2
"8909","05040280",3
"8909","10240130",4
"8909","11060115",5
"8910","10261510",1
"8910","05030103",2
"8910","08314035",3
"8910","08230125",4
"8910","05041186",5
"8911","02650602",1
"8911","11100131",2
"8911","11040303",3
"8911","09010101",4
"8911","12670115",5
"8912","04032065",1
"8912","05100802",2
"8912","05200101",3
"8912","10200101",4
"8912","06100204",5
"8913","02720505",1
"8913","09010101",2
"8913","10028427",3
"8913","08313520",4
"8913","09131210",5
"8914","08314035",1
"8914","10220705",2
"8914","05030603",3
"8914","09010101",4
"8914","05030103",5
"8915","01012910",1
"8915","05041180",2
"8915","01012905",3
"8915","04200515",4
"8915","10240320",5
"8916","11040303",1
"8916","10110107",2
"8916","09050605",3
"8916","10260605",4
"8916","11040301",5
"8917","05160102",1
"8917","05041186",2
"8917","11080103",3
"8917","10260910",4
"8917","11100315",5
"8918","05030102",1
"8918","05041186",2
"8918","03033035",3
"8918","08100907",4
"8918","10240130",5
"8919","01085120",1
"8919","02650602",2
"8919","02720520",3
"8919","03070109",4
"8919","08150708",5
"8920","04020301",1
"8920","05040582",2
"8920","01013305",3
"8920","01026005",4
"8920","05200401",5
"8921","05040280",1
"8921","05100502",2
"8921","05100803",3
"8921","14301510",4
"8921","12691101",5
"8922","08100907",1
"8922","01201515",2
"8922","01013110",3
"8922","01013305",4
"8922","06100101",5
"8923","05041187",1
"8923","10200709",2
"8923","05030415",3
"8923","11040305",4
"8923","01027825",5
"8924","02691015",1
"8924","05041187",2
"8924","06100105",3
"8924","01012530",4
"8924","01012905",5
"8925","01028005",1
"8925","05041180",2
"8925","01012905",3
"8925","05030401",4
"8925","01026210",5
"8926","05100803",1
"8926","05030410",2
"8926","08231301",3
"8926","10080509",4
"8926","10110501",5
"8927","01012910",1
"8927","05030615",2
"8927","05041195",3
"8927","09030303",4
"8927","01201515",5
"8928","10240133",1
"8928","01201515",2
"8928","01012715",3
"8928","02691015",4
"8928","05030415",5
"8929","05030603",1
"8929","01012905",2
"8929","01013110",3
"8929","05030401",4
"8929","05041180",5
"8930","02691020",1
"8930","11100137",2
"8930","05120210",3
"8930","10240320",4
"8930","11100122",5
"8931","11040303",1
"8931","04060302",2
"8931","05030103",3
"8931","08230125",4
"8931","05030410",5
"8932","01085505",1
"8932","05041188",2
"8932","08100909",3
"8932","01026605",4
"8932","01012715",5
"8933","01026410",1
"8933","01026005",2
"8933","01201005",3
"8933","04201005",4
"8933","01012910",5
"8934","05200102",1
"8934","01013110",2
"8934","05041188",3
"8934","11040305",4
"8934","10260605",5
"8935","04200505",1
"8935","05030101",2
"8935","04032060",3
"8935","09010101",4
"8935","11040301",5
"8936","05100120",1
"8936","04031602",2
"8936","05030601",3
"8936","13641005",4
"8936","01026605",5
"8937","01201525",1
"8937","04033005",2
"8937","12501909",3
"8937","09021510",4
"8937","12470903",5
"8938","04020301",1
"8938","05040582",2
"8938","05040180",3
"8938","05040581",4
"8938","01013305",5
"8939","12650103",1
"8939","01027825",2
"8939","09010101",3
"8939","11080105",4
"8939","04020101",5
"8940","14301510",1
"8940","08032101",2
"8940","10220704",3
"8940","10200315",4
"8940","11160503",5
"8941","02691015",1
"8941","01012905",2
"8941","01013305",3
"8941","01012715",4
"8941","04020101",5
"8942","01085120",1
"8942","05041180",2
"8942","01012530",3
"8942","01012905",4
"8942","04200505",5
"8943","05040180",1
"8943","11040301",2
"8943","05040181",3
"8943","06100101",4
"8943","06120101",5
"8944","01012910",1
"8944","01016710",2
"8944","01017105",3
"8944","01028305",4
"8944","01085120",5
"8945","05041180",1
"8945","05041182",2
"8945","11040301",3
"8945","04020101",4
"8945","04020230",5
"8946","01012515",1
"8946","01085020",2
"8946","03090320",3
"8946","13930765",4
"8946","08010903",5
"8947","11103610",1
"8947","05200501",2
"8947","05040583",3
"8947","07122505",4
"8947","02650104",5
"8948","01012910",1
"8948","01085505",2
"8948","02650602",3
"8948","02691015",4
"8948","02691030",5
"8949","02720520",1
"8949","06100105",2
"8949","10200709",3
"8949","11080501",4
"8949","14302501",5
"8950","01017105",1
"8950","01085120",2
"8950","04060309",3
"8950","05041180",4
"8950","01012530",5
"8951","08120925",1
"8951","05040584",2
"8951","04012002",3
"8951","05200101",4
"8951","01027010",5
"8952","01012515",1
"8952","01012910",2
"8952","01085120",3
"8952","02650602",4
"8952","03070109",5
"8953","01085120",1
"8953","09030303",2
"8953","10260605",3
"8953","01028010",4
"8953","05040584",5
"8954","12591503",1
"8954","08100917",2
"8954","09090904",3
"8954","13820130",4
"8954","11100128",5
"8955","01012515",1
"8955","01026410",2
"8955","01027205",3
"8955","01201005",4
"8955","05040180",5
"8956","02651405",1
"8956","11080105",2
"8956","05030601",3
"8956","08230125",4
"8956","04032065",5
"8957","01017105",1
"8957","01085120",2
"8957","08230709",3
"8957","09190305",4
"8957","04200515",5
"8958","06120119",1
"8958","01016710",2
"8958","01027825",3
"8958","01085115",4
"8958","02651405",5
"8959","05030103",1
"8959","05041184",2
"8959","05040280",3
"8959","04020101",4
"8959","05030403",5
"8960","02690515",1
"8960","05040281",2
"8960","10261510",3
"8960","11080105",4
"8960","01013510",5
"8961","05041183",1
"8961","12650105",2
"8961","03070206",3
"8961","11080501",4
"8961","01012905",5
"8962","02650602",1
"8962","11080501",2
"8962","05030401",3
"8962","02690515",4
"8962","08100917",5
"8963","05041181",1
"8963","11100137",2
"8963","02690515",3
"8963","05160301",4
"8963","02754505",5
"8964","05030401",1
"8964","02691005",2
"8964","02720505",3
"8964","01201510",4
"8964","01013105",5
"8965","02620115",1
"8965","10260605",2
"8965","04020230",3
"8965","04020101",4
"8965","01012305",5
"8966","11040301",1
"8966","05030410",2
"8966","05030415",3
"8966","12670115",4
"8966","01016710",5
"8967","04201005",1
"8967","08090135",2
"8967","08190109",3
"8967","01012310",4
"8967","01012530",5
"8968","01012905",1
"8968","02690515",2
"8968","05030415",3
"8968","11040305",4
"8968","05041182",5
"8969","02720520",1
"8969","11100131",2
"8969","14302501",3
"8969","05040184",4
"8969","11060301",5
"8970","02691015",1
"8970","05030103",2
"8970","02650602",3
"8970","08190109",4
"8970","11100137",5
"8971","05030415",1
"8971","05041182",2
"8971","05040281",3
"8971","02651405",4
"8971","11040501",5
"8972","05030401",1
"8972","05160101",2
"8972","01085120",3
"8972","02720520",4
"8972","05030615",5
"8973","01085120",1
"8973","04033005",2
"8973","04201005",3
"8973","05041180",4
"8973","08090113",5
"8974","01012910",1
"8974","01085020",2
"8974","04201005",3
"8974","10241205",4
"8974","10280103",5
"8975","01017105",1
"8975","02650602",2
"8975","08100903",3
"8975","11080501",4
"8975","12531505",5
"8976","04201005",1
"8976","01012310",2
"8976","01012530",3
"8976","04200505",4
"8976","01016505",5
"8977","01085120",1
"8977","05160301",2
"8977","03070206",3
"8977","10241205",4
"8977","05041182",5
"8978","01012905",1
"8978","05030401",2
"8978","11040305",3
"8978","01013110",4
"8978","11140565",5
"8979","11040301",1
"8979","11100128",2
"8979","05030103",3
"8979","01028305",4
"8979","05041195",5
"8980","02650602",1
"8980","04060506",2
"8980","05041187",3
"8980","08090135",4
"8980","11080501",5
"8981","01026210",1
"8981","02650602",2
"8981","05100604",3
"8981","01013305",4
"8981","03050704",5
"8982","01012705",1
"8982","01012910",2
"8982","01028305",3
"8982","01085020",4
"8982","01201525",5
"8983","10200709",1
"8983","03050704",2
"8983","09010315",3
"8983","04060404",4
"8983","10140315",5
"8984","01012910",1
"8984","05041180",2
"8984","08100903",3
"8984","13930765",4
"8984","01012310",5
"8985","01012305",1
"8985","05041186",2
"8985","04060302",3
"8985","05040188",4
"8985","04020230",5
"8986","08230125",1
"8986","02691015",2
"8986","05030102",3
"8986","11040303",4
"8986","01085120",5
"8987","02690515",1
"8987","10080303",2
"8987","01028205",3
"8987","10240130",4
"8987","05200102",5
"8988","05040682",1
"8988","08012010",2
"8988","05041186",3
"8988","10028735",4
"8988","10200310",5
"8989","01085020",1
"8989","01085505",2
"8989","05100604",3
"8989","11080101",4
"8989","01085105",5
"8990","09010503",1
"8990","12670115",2
"8990","08100925",3
"8990","01028025",4
"8990","06100204",5
"8991","02620115",1
"8991","01085605",2
"8991","04060326",3
"8991","04200515",4
"8991","05200302",5
"8992","01013305",1
"8992","10240133",2
"8992","14351005",3
"8992","13851005",4
"8992","05030601",5
"8993","05200302",1
"8993","11140562",2
"8993","11140565",3
"8993","12670109",4
"8993","05041184",5
"8994","01085120",1
"8994","01201525",2
"8994","02691015",3
"8994","02691030",4
"8994","02751210",5
"8995","01085505",1
"8995","01028005",2
"8995","11040303",3
"8995","11100122",4
"8995","12670115",5
"8996","01027805",1
"8996","01028010",2
"8996","05040280",3
"8996","04020123",4
"8996","14301520",5
"8997","10260605",1
"8997","05100802",2
"8997","05040582",3
"8997","11040501",4
"8997","01012905",5
"8998","07123035",1
"8998","01027805",2
"8998","02620115",3
"8998","05200601",4
"8998","08110713",5
"8999","01012905",1
"8999","01013305",2
"8999","01085005",3
"8999","05040580",4
"8999","01013110",5
"9000","03050704",1
"9000","11100137",2
"9000","01027835",3
"9000","11100128",4
"9000","09131210",5
"9001","08391020",1
"9001","01013305",2
"9001","05041183",3
"9001","10261505",4
"9001","05030498",5
"9002","01012910",1
"9002","01016710",2
"9002","01017105",3
"9002","05041180",4
"9002","10200709",5
"9003","01028005",1
"9003","05030415",2
"9003","10240320",3
"9003","11040301",4
"9003","11100128",5
"9004","01012515",1
"9004","01012910",2
"9004","01016710",3
"9004","01085120",4
"9004","02691015",5
"9005","01085020",1
"9005","02751210",2
"9005","05030498",3
"9005","05041195",4
"9005","04060307",5
"9006","02691015",1
"9006","03070109",2
"9006","05030615",3
"9006","08230709",4
"9006","11100131",5
"9007","01016710",1
"9007","01085020",2
"9007","08090113",3
"9007","08090135",4
"9007","08230709",5
"9008","02691015",1
"9008","05040184",2
"9008","01026410",3
"9008","06100102",4
"9008","05040581",5
"9009","01016710",1
"9009","01085020",2
"9009","02650602",3
"9009","05040682",4
"9009","05041180",5
"9010","05041180",1
"9010","05030415",2
"9010","01028010",3
"9010","01085115",4
"9010","05041181",5
"9011","02690515",1
"9011","05041181",2
"9011","05160301",3
"9011","08230125",4
"9011","05041183",5
"9012","05041180",1
"9012","10120410",2
"9012","10200709",3
"9012","01012905",4
"9012","11140567",5
"9013","02720520",1
"9013","01012905",2
"9013","02690515",3
"9013","05140204",4
"9013","01027825",5
"9014","01085120",1
"9014","01085505",2
"9014","02650602",3
"9014","02691015",4
"9014","03070206",5
"9015","02691015",1
"9015","11040303",2
"9015","11040305",3
"9015","10240320",4
"9015","10260605",5
"9016","05040184",1
"9016","01201515",2
"9016","05200102",3
"9016","10260620",4
"9016","05030406",5
"9017","03050710",1
"9017","05041188",2
"9017","01201510",3
"9017","10260620",4
"9017","05100105",5
"9018","01012515",1
"9018","01085020",2
"9018","01201525",3
"9018","08100903",4
"9018","08230709",5
"9019","08190109",1
"9019","11100131",2
"9019","05100114",3
"9019","04080230",4
"9019","11100128",5
"9020","01012515",1
"9020","01012910",2
"9020","01085120",3
"9020","02691015",4
"9020","04033005",5
"9021","01085120",1
"9021","01201525",2
"9021","02650602",3
"9021","02691030",4
"9021","03070206",5
"9022","11080501",1
"9022","01026810",2
"9022","11040303",3
"9022","04032060",4
"9022","11100128",5
"9023","01201515",1
"9023","10240133",2
"9023","08230125",3
"9023","05040581",4
"9023","09010101",5
"9024","10261505",1
"9024","01027825",2
"9024","05040183",3
"9024","11040305",4
"9024","01201515",5
"9025","01012310",1
"9025","02651405",2
"9025","05030303",3
"9025","08230901",4
"9025","10260620",5
"9026","08230107",1
"9026","10261510",2
"9026","06100101",3
"9026","06120101",4
"9026","01085005",5
"9027","12670115",1
"9027","04032060",2
"9027","04201005",3
"9027","01085120",4
"9027","05030615",5
"9028","04032065",1
"9028","01201505",2
"9028","10260605",3
"9028","09010101",4
"9028","10260620",5
"9029","01012515",1
"9029","01012910",2
"9029","01016710",3
"9029","02691015",4
"9029","02691020",5
"9030","06100105",1
"9030","01012905",2
"9030","11040301",3
"9030","08315005",4
"9030","11040501",5
"9031","05030601",1
"9031","14302501",2
"9031","01201510",3
"9031","04032065",4
"9031","05030410",5
"9032","10240320",1
"9032","08052005",2
"9032","12650501",3
"9032","11180505",4
"9032","04060302",5
"9033","05040280",1
"9033","05030601",2
"9033","01012905",3
"9033","01027205",4
"9033","05030101",5
"9034","01085505",1
"9034","04201005",2
"9034","08100903",3
"9034","01012310",4
"9034","01013305",5
"9035","01017105",1
"9035","02691015",2
"9035","05041187",3
"9035","12500501",4
"9035","01012310",5
"9036","02691015",1
"9036","01012905",2
"9036","11100137",3
"9036","05030415",4
"9036","11100128",5
"9037","01012515",1
"9037","11100131",2
"9037","01012310",3
"9037","01012530",4
"9037","01012905",5
"9038","12670301",1
"9038","11080105",2
"9038","10261505",3
"9038","13952505",4
"9038","11060115",5
"9039","05040284",1
"9039","04012002",2
"9039","01012905",3
"9039","05041180",4
"9039","11080501",5
"9040","04201005",1
"9040","05041180",2
"9040","10200709",3
"9040","01012310",4
"9040","01012530",5
"9041","05041186",1
"9041","10261510",2
"9041","05040581",3
"9041","01013305",4
"9041","04080214",5
"9042","05041180",1
"9042","05030403",2
"9042","05030415",3
"9042","11040501",4
"9042","04032065",5
"9043","05030415",1
"9043","10260605",2
"9043","05041182",3
"9043","11040301",4
"9043","06100101",5
"9044","06100101",1
"9044","05040581",2
"9044","10260605",3
"9044","02691015",4
"9044","04020301",5
"9045","01085020",1
"9045","10200709",2
"9045","14302501",3
"9045","01012905",4
"9045","04200505",5
"9046","05100802",1
"9046","05040584",2
"9046","04012002",3
"9046","03070109",4
"9046","05030498",5
"9047","02751210",1
"9047","05041195",2
"9047","08100903",3
"9047","01012905",4
"9047","01013305",5
"9048","01012910",1
"9048","01085020",2
"9048","01012905",3
"9048","01013305",4
"9048","01028030",5
"9049","01012910",1
"9049","01017105",2
"9049","05041180",3
"9049","08190109",4
"9049","08230709",5
"9050","08230709",1
"9050","08133510",2
"9050","05120210",3
"9050","05200601",4
"9050","09050615",5
"9051","04080230",1
"9051","11100128",2
"9051","10260620",3
"9051","10240133",4
"9051","01027830",5
"9052","01012910",1
"9052","01085505",2
"9052","02691015",3
"9052","04060506",4
"9052","05030498",5
"9053","06100105",1
"9053","11040305",2
"9053","05041186",3
"9053","06120101",4
"9053","10080301",5
"9054","01012310",1
"9054","01013305",2
"9054","12650103",3
"9054","01016505",4
"9054","01028005",5
"9055","04032602",1
"9055","09010503",2
"9055","08314040",3
"9055","02620301",4
"9055","10140315",5
"9056","01012910",1
"9056","01013305",2
"9056","05200102",3
"9056","06100101",4
"9056","08100907",5
"9057","05041185",1
"9057","01026810",2
"9057","05200101",3
"9057","02750305",4
"9057","10200707",5
"9058","02751210",1
"9058","12500501",2
"9058","12570322",3
"9058","05120107",4
"9058","01201515",5
"9059","01085120",1
"9059","02691015",2
"9059","05041180",3
"9059","11080501",4
"9059","01012905",5
"9060","01012910",1
"9060","03070109",2
"9060","05041195",3
"9060","08230709",4
"9060","14302501",5
"9061","01012515",1
"9061","05041187",2
"9061","10200709",3
"9061","01013315",4
"9061","05040184",5
"9062","04200505",1
"9062","12650103",2
"9062","01016505",3
"9062","01026410",4
"9062","01027205",5
"9063","08100907",1
"9063","01012305",2
"9063","05030410",3
"9063","11080101",4
"9063","08051550",5
"9064","11080101",1
"9064","04080214",2
"9064","04012002",3
"9064","11060115",4
"9064","05040581",5
"9065","05100802",1
"9065","11060105",2
"9065","10261510",3
"9065","05030301",4
"9065","04020230",5
"9066","05100120",1
"9066","01026010",2
"9066","05040188",3
"9066","04031602",4
"9066","14302501",5
"9067","10280103",1
"9067","05040184",2
"9067","11040305",3
"9067","03050710",4
"9067","08010101",5
"9068","02691015",1
"9068","04020301",2
"9068","05040280",3
"9068","05200401",4
"9068","01012910",5
"9069","02691015",1
"9069","05030415",2
"9069","11100128",3
"9069","05041181",4
"9069","06120101",5
"9070","01028030",1
"9070","08052005",2
"9070","02651405",3
"9070","04060302",4
"9070","05040188",5
"9071","01201005",1
"9071","09010101",2
"9071","11080105",3
"9071","05030406",4
"9071","04020101",5
"9072","10261510",1
"9072","10080301",2
"9072","08230125",3
"9072","05030101",4
"9072","06100101",5
"9073","10260605",1
"9073","01027805",2
"9073","06100101",3
"9073","05030101",4
"9073","01012305",5
"9074","01012910",1
"9074","03090320",2
"9074","13580505",3
"9074","01013305",4
"9074","01028005",5
"9075","01012910",1
"9075","02691015",2
"9075","06100105",3
"9075","08100903",4
"9075","01012310",5
"9076","09030303",1
"9076","10200709",2
"9076","01201515",3
"9076","11040305",4
"9076","01013110",5
"9077","01012910",1
"9077","01013305",2
"9077","05030415",3
"9077","11103315",4
"9077","05041188",5
"9078","03050814",1
"9078","09130404",2
"9078","11100315",3
"9078","01085005",4
"9078","10220703",5
"9079","01017105",1
"9079","02751210",2
"9079","04033005",3
"9079","05040682",4
"9079","05041187",5
"9080","02650602",1
"9080","02720520",2
"9080","03090320",3
"9080","08090113",4
"9080","08090135",5
"9081","02691030",1
"9081","03070109",2
"9081","04060309",3
"9081","05030615",4
"9081","05041195",5
"9082","05041180",1
"9082","01013305",2
"9082","01016705",3
"9082","11060301",4
"9082","11100137",5
"9083","01012910",1
"9083","08230709",2
"9083","01013305",3
"9083","11080101",4
"9083","11100137",5
"9084","11060105",1
"9084","08210301",2
"9084","11080105",3
"9084","07143405",4
"9084","12501918",5
"9085","01027825",1
"9085","01026605",2
"9085","01085605",3
"9085","10080409",4
"9085","11100320",5
"9086","10261510",1
"9086","04200520",2
"9086","05040580",3
"9086","10260620",4
"9086","01012905",5
"9087","01201525",1
"9087","02650602",2
"9087","02691015",3
"9087","02691020",4
"9087","02691030",5
"9088","12410335",1
"9088","01012305",2
"9088","01201005",3
"9088","01028005",4
"9088","11040305",5
"9089","01012515",1
"9089","04060506",2
"9089","14302501",3
"9089","01026810",4
"9089","09250505",5
"9090","05030415",1
"9090","05030103",2
"9090","11080105",3
"9090","05041181",4
"9090","05030498",5
"9091","10200709",1
"9091","11100131",2
"9091","14302501",3
"9091","08314040",4
"9091","09071101",5
"9092","02691015",1
"9092","04201005",2
"9092","05041180",3
"9092","08100903",4
"9092","13930765",5
"9093","10200709",1
"9093","01012310",2
"9093","01013305",3
"9093","01016505",4
"9093","01027805",5
"9094","10080301",1
"9094","10200502",2
"9094","05040581",3
"9094","11060115",4
"9094","06120101",5
"9095","06100105",1
"9095","14302501",2
"9095","04020301",3
"9095","04060326",4
"9095","05040281",5
"9096","01085020",1
"9096","01085505",2
"9096","03070206",3
"9096","05041195",4
"9096","12500501",5
"9097","05041180",1
"9097","06100105",2
"9097","05030401",3
"9097","11060301",4
"9097","11040303",5
"9098","05041187",1
"9098","11080501",2
"9098","11131510",3
"9098","02650203",4
"9098","11103305",5
"9099","05040682",1
"9099","05200102",2
"9099","05200103",3
"9099","01012715",4
"9099","08231501",5
"9100","01016710",1
"9100","05041187",2
"9100","04060326",3
"9100","09070503",4
"9100","10260620",5
"9101","10261510",1
"9101","10240130",2
"9101","05040582",3
"9101","05040580",4
"9101","04020301",5
"9102","10200709",1
"9102","05040184",2
"9102","04032065",3
"9102","08314035",4
"9102","06100101",5
"9103","01012910",1
"9103","06100105",2
"9103","01013305",3
"9103","05030415",4
"9103","05030103",5
"9104","02720505",1
"9104","10200709",2
"9104","05030401",3
"9104","01201515",4
"9104","05030406",5
"9105","10140330",1
"9105","01016710",2
"9105","01085505",3
"9105","11100131",4
"9105","01013315",5
"9106","11100128",1
"9106","05100802",2
"9106","05030410",3
"9106","04020101",4
"9106","04020230",5
"9107","01012910",1
"9107","09071101",2
"9107","01026215",3
"9107","05040183",4
"9107","05040185",5
"9108","10200709",1
"9108","08010907",2
"9108","01027825",3
"9108","01201510",4
"9108","08010102",5
"9109","05041187",1
"9109","14302501",2
"9109","11060301",3
"9109","08230120",4
"9109","10200725",5
"9110","05041195",1
"9110","11080501",2
"9110","01201515",3
"9110","10080409",4
"9110","05200102",5
"9111","04060404",1
"9111","08313010",2
"9111","13820505",3
"9111","02691030",4
"9111","04060309",5
"9112","01012515",1
"9112","01016505",2
"9112","01026410",3
"9112","01027205",4
"9112","01027805",5
"9113","02691015",1
"9113","04200505",2
"9113","11080101",3
"9113","01026810",4
"9113","04020301",5
"9114","05041187",1
"9114","01012310",2
"9114","05030415",3
"9114","11100128",4
"9114","10260620",5
"9115","01012910",1
"9115","01085120",2
"9115","05041180",3
"9115","08090113",4
"9115","08190109",5
"9116","04020301",1
"9116","04032065",2
"9116","05100802",3
"9116","05040181",4
"9116","11080105",5
"9117","08100903",1
"9117","03050740",2
"9117","10200104",3
"9117","03033035",4
"9117","01014905",5
"9118","01016710",1
"9118","01085120",2
"9118","01085505",3
"9118","02691015",4
"9118","04201005",5
"9119","01012905",1
"9119","04200520",2
"9119","01085005",3
"9119","11100920",4
"9119","01015110",5
"9120","01012515",1
"9120","01085120",2
"9120","04201005",3
"9120","05041180",4
"9120","11100131",5
"9121","02691020",1
"9121","06100105",2
"9121","08090135",3
"9121","12501935",4
"9121","12502102",5
"9122","01027205",1
"9122","05200401",2
"9122","01012910",3
"9122","01016505",4
"9122","01026410",5
"9123","01012910",1
"9123","01016710",2
"9123","12501909",3
"9123","01012905",4
"9123","01013305",5
"9124","01012910",1
"9124","01085120",2
"9124","02691015",3
"9124","02691030",4
"9124","04033005",5
"9125","02691020",1
"9125","02691030",2
"9125","03070109",3
"9125","04060309",4
"9125","05041195",5
"9126","01012910",1
"9126","01013305",2
"9126","01027805",3
"9126","02690515",4
"9126","05200102",5
"9127","01012910",1
"9127","01013305",2
"9127","01013315",3
"9127","01201515",4
"9127","05200102",5
"9128","01028030",1
"9128","01201505",2
"9128","01012305",3
"9128","05030103",4
"9128","10261510",5
"9129","12501935",1
"9129","11100137",2
"9129","11100128",3
"9129","10240133",4
"9129","01085110",5
"9130","01012515",1
"9130","01012705",2
"9130","01028305",3
"9130","01085020",4
"9130","01085505",5
"9131","01085120",1
"9131","05041180",2
"9131","05040180",3
"9131","04060326",4
"9131","11040301",5
"9132","01026605",1
"9132","01026005",2
"9132","05040284",3
"9132","01013110",4
"9132","06100101",5
"9133","01085120",1
"9133","08190109",2
"9133","08230709",3
"9133","05030401",4
"9133","05040184",5
"9134","01012910",1
"9134","01012310",2
"9134","01012530",3
"9134","01013305",4
"9134","01016505",5
"9135","01085120",1
"9135","05041180",2
"9135","01012905",3
"9135","01027805",4
"9135","05041182",5
"9136","01085005",1
"9136","08452025",2
"9136","05200401",3
"9136","01028005",4
"9136","01016505",5
"9137","01085120",1
"9137","05041180",2
"9137","04200505",3
"9137","12650103",4
"9137","05041182",5
"9138","01012910",1
"9138","06120119",2
"9138","01012905",3
"9138","01085005",4
"9138","14261001",5
"9139","02691020",1
"9139","05160102",2
"9139","08100925",3
"9139","10140305",4
"9139","12570125",5
"9140","01026810",1
"9140","10260605",2
"9140","11040301",3
"9140","02690520",4
"9140","04012002",5
"9141","02650602",1
"9141","05100802",2
"9141","04060504",3
"9141","06100101",4
"9141","02650302",5
"9142","05100802",1
"9142","04020101",2
"9142","04020230",3
"9142","05041186",4
"9142","08100110",5
"9143","10260910",1
"9143","05040582",2
"9143","05040284",3
"9143","01012910",4
"9143","01201515",5
"9144","01085020",1
"9144","05041180",2
"9144","08150107",3
"9144","10241205",4
"9144","11060301",5
"9145","05041180",1
"9145","06100105",2
"9145","10200709",3
"9145","05040184",4
"9145","01201515",5
"9146","11040303",1
"9146","05200102",2
"9146","01085605",3
"9146","04032060",4
"9146","04032065",5
"9147","11040303",1
"9147","05040281",2
"9147","12650105",3
"9147","11080105",4
"9147","10261505",5
"9148","12470307",1
"9148","05200601",2
"9148","05100105",3
"9148","04060404",4
"9148","05040584",5
"9149","05040582",1
"9149","05040581",2
"9149","01012310",3
"9149","11100128",4
"9149","05041186",5
"9150","08150708",1
"9150","12570322",2
"9150","01012530",3
"9150","01012905",4
"9150","01013305",5
"9151","01012515",1
"9151","01012910",2
"9151","01017105",3
"9151","05100604",4
"9151","07121510",5
"9152","01012910",1
"9152","01026005",2
"9152","04060402",3
"9152","12670113",4
"9152","08452025",5
"9153","11100137",1
"9153","02754505",2
"9153","05041181",3
"9153","05040682",4
"9153","05100502",5
"9154","10240130",1
"9154","02650602",2
"9154","05041182",3
"9154","08314035",4
"9154","09030309",5
"9155","01201515",1
"9155","05040182",2
"9155","10240130",3
"9155","10260605",4
"9155","05200102",5
"9156","01012515",1
"9156","01085020",2
"9156","08090135",3
"9156","08230709",4
"9156","11060301",5
"9157","07123035",1
"9157","05200601",2
"9157","08110713",3
"9157","08230120",4
"9157","05040183",5
"9158","12670115",1
"9158","02691020",2
"9158","04201005",3
"9158","08150708",4
"9158","11100131",5
"9159","05030410",1
"9159","08315005",2
"9159","06100107",3
"9159","10200315",4
"9159","10028430",5
"9160","01016710",1
"9160","05030410",2
"9160","09131203",3
"9160","02650501",4
"9160","05120109",5
"9161","04201005",1
"9161","04020301",2
"9161","05040180",3
"9161","11040303",4
"9161","05200102",5
"9162","01012515",1
"9162","01016710",2
"9162","01028305",3
"9162","01085020",4
"9162","01085120",5
"9163","02650602",1
"9163","01012905",2
"9163","01013315",3
"9163","01026810",4
"9163","10260620",5
"9164","14302501",1
"9164","04060302",2
"9164","14351005",3
"9164","05250505",4
"9164","10240139",5
"9165","01012910",1
"9165","01085120",2
"9165","02720520",3
"9165","09030303",4
"9165","01012905",5
"9166","02650602",1
"9166","04060506",2
"9166","05040682",3
"9166","05041180",4
"9166","10200709",5
"9167","01085505",1
"9167","05041180",2
"9167","01012530",3
"9167","01013315",4
"9167","01027205",5
"9168","01012910",1
"9168","02691015",2
"9168","05041195",3
"9168","05030401",4
"9168","01027205",5
"9169","06100105",1
"9169","10200709",2
"9169","04032602",3
"9169","05160301",4
"9169","08452505",5
"9170","01085120",1
"9170","08100903",2
"9170","01027205",3
"9170","04020301",4
"9170","08100917",5
"9171","11080105",1
"9171","08230125",2
"9171","05030103",3
"9171","11040301",4
"9171","04200505",5
"9172","04060302",1
"9172","05040189",2
"9172","05041187",3
"9172","08230107",4
"9172","10261510",5
"9173","08232503",1
"9173","10080409",2
"9173","01027825",3
"9173","11040301",4
"9173","13490103",5
"9174","02691020",1
"9174","02691030",2
"9174","04060506",3
"9174","05041195",4
"9174","06100105",5
"9175","01012910",1
"9175","04201005",2
"9175","09010101",3
"9175","05030103",4
"9175","05100802",5
"9176","05030415",1
"9176","11100128",2
"9176","11080105",3
"9176","05030410",4
"9176","09010501",5
"9177","01012910",1
"9177","04200505",2
"9177","05040180",3
"9177","11040303",4
"9177","04032065",5
"9178","01012905",1
"9178","05040184",2
"9178","02620115",3
"9178","09010101",4
"9178","12670302",5
"9179","10080409",1
"9179","05040695",2
"9179","05030302",3
"9179","10200709",4
"9179","11080105",5
"9180","01085120",1
"9180","02650602",2
"9180","02691030",3
"9180","03070109",4
"9180","05041180",5
"9181","01016710",1
"9181","01085505",2
"9181","02650602",3
"9181","02691020",4
"9181","02691030",5
"9182","01085120",1
"9182","05041180",2
"9182","05041182",3
"9182","10261510",4
"9182","06100101",5
"9183","01085605",1
