"id_cliente","producto_recomendado","ranking"
"3895","11040305",5
"3896","10260620",1
"3896","05030101",2
"3896","11040303",3
"3896","11040305",4
"3896","05040181",5
"3897","10240133",1
"3897","09021005",2
"3897","08131901",3
"3897","08010102",4
"3897","09071101",5
"3898","01012910",1
"3898","01013315",2
"3898","01016705",3
"3898","03050704",4
"3898","09010315",5
"3899","01085505",1
"3899","09030805",2
"3899","08314040",3
"3899","09130404",4
"3899","02620301",5
"3900","01085120",1
"3900","14302501",2
"3900","01012905",3
"3900","04020301",4
"3900","04060326",5
"3901","01085020",1
"3901","02691015",2
"3901","03070109",3
"3901","05030615",4
"3901","08190109",5
"3902","01012910",1
"3902","01013305",2
"3902","01016705",3
"3902","04060504",4
"3902","05030410",5
"3903","05030103",1
"3903","05030410",2
"3903","05040582",3
"3903","05040580",4
"3903","11040501",5
"3904","05040682",1
"3904","14302501",2
"3904","05100105",3
"3904","10028710",4
"3904","08315005",5
"3905","11040305",1
"3905","05030410",2
"3905","05040582",3
"3905","10260620",4
"3905","04032060",5
"3906","08010907",1
"3906","01027805",2
"3906","05200102",3
"3906","01085105",4
"3906","10260605",5
"3907","04060506",1
"3907","05041195",2
"3907","08230709",3
"3907","10280103",4
"3907","05030401",5
"3908","01085120",1
"3908","02751210",2
"3908","04201005",3
"3908","08051550",4
"3908","08150708",5
"3909","02691015",1
"3909","04060309",2
"3909","04201005",3
"3909","04200505",4
"3909","01027805",5
"3910","08231501",1
"3910","10140501",2
"3910","06100205",3
"3910","10160501",4
"3910","05041186",5
"3911","01012910",1
"3911","03090320",2
"3911","01016505",3
"3911","01027805",4
"3911","01028005",5
"3912","06100101",1
"3912","05040582",2
"3912","11040305",3
"3912","11040303",4
"3912","11080105",5
"3913","05041195",1
"3913","05040184",2
"3913","08010901",3
"3913","08230903",4
"3913","04080230",5
"3914","11131510",1
"3914","12501909",2
"3914","11100137",3
"3914","02620115",4
"3914","11140567",5
"3915","01012705",1
"3915","01012910",2
"3915","01085505",3
"3915","01201525",4
"3915","08090113",5
"3916","05100610",1
"3916","01012910",2
"3916","11100137",3
"3916","12670115",4
"3916","11080105",5
"3917","09010101",1
"3917","05030410",2
"3917","04020101",3
"3917","04020230",4
"3917","05200401",5
"3918","01085120",1
"3918","11060301",2
"3918","01085105",3
"3918","10200104",4
"3918","05040185",5
"3919","01085120",1
"3919","05030498",2
"3919","05041195",3
"3919","05100604",4
"3919","10120410",5
"3920","01012910",1
"3920","02691015",2
"3920","04201005",3
"3920","05030498",4
"3920","01012310",5
"3921","01012530",1
"3921","10240320",2
"3921","05030103",3
"3921","05040183",4
"3921","02691015",5
"3922","01012705",1
"3922","02691015",2
"3922","01012310",3
"3922","01012530",4
"3922","01016505",5
"3923","05040584",1
"3923","10240130",2
"3923","05041195",3
"3923","05040281",4
"3923","10281025",5
"3924","01016505",1
"3924","01201505",2
"3924","01028005",3
"3924","01085120",4
"3924","04201005",5
"3925","05100114",1
"3925","01012905",2
"3925","05030603",3
"3925","04032065",4
"3925","05040280",5
"3926","13580505",1
"3926","14302501",2
"3926","08010901",3
"3926","09130302",4
"3926","05100601",5
"3927","01012910",1
"3927","01085120",2
"3927","01012905",3
"3927","01013305",4
"3927","01013315",5
"3928","02650602",1
"3928","04201005",2
"3928","03050704",3
"3928","11040305",4
"3928","01013110",5
"3929","05041186",1
"3929","05200501",2
"3929","11081001",3
"3929","05040189",4
"3929","08032101",5
"3930","06100105",1
"3930","11100131",2
"3930","05040184",3
"3930","05030415",4
"3930","11040303",5
"3931","05030498",1
"3931","05041180",2
"3931","11100131",3
"3931","01016705",4
"3931","11060301",5
"3932","01012310",1
"3932","01012530",2
"3932","01026410",3
"3932","01027805",4
"3932","05040180",5
"3933","06100105",1
"3933","04200515",2
"3933","10260620",3
"3933","08314035",4
"3933","05040281",5
"3934","05030415",1
"3934","11100128",2
"3934","12650103",3
"3934","04200505",4
"3934","11040301",5
"3935","01085505",1
"3935","05041195",2
"3935","08230709",3
"3935","01026810",4
"3935","01027835",5
"3936","14302501",1
"3936","11040303",2
"3936","11040305",3
"3936","10260605",4
"3936","09010101",5
"3937","01012910",1
"3937","02691015",2
"3937","05041180",3
"3937","01012310",4
"3937","01012530",5
"3938","01012910",1
"3938","01085505",2
"3938","08090113",3
"3938","08100903",4
"3938","08230709",5
"3939","01085005",1
"3939","05041188",2
"3939","05040183",3
"3939","01013305",4
"3939","01012305",5
"3940","01026810",1
"3940","05040182",2
"3940","10260910",3
"3940","05030603",4
"3940","08032503",5
"3941","14351005",1
"3941","10260620",2
"3941","11040303",3
"3941","04060302",4
"3941","01027805",5
"3942","08315005",1
"3942","11060115",2
"3942","05030403",3
"3942","05041183",4
"3942","01012905",5
"3943","02751210",1
"3943","09030303",2
"3943","04200505",3
"3943","01016505",4
"3943","01201005",5
"3944","08190109",1
"3944","04080230",2
"3944","10261001",3
"3944","10240133",4
"3944","02651401",5
"3945","05041195",1
"3945","04060307",2
"3945","05100114",3
"3945","08100917",4
"3945","10080409",5
"3946","01201005",1
"3946","06100101",2
"3946","10240130",3
"3946","05040582",4
"3946","05030401",5
"3947","01016710",1
"3947","02691015",2
"3947","05041180",3
"3947","08190109",4
"3947","10241205",5
"3948","11100128",1
"3948","03070301",2
"3948","06100107",3
"3948","05040284",4
"3948","02751210",5
"3949","08230709",1
"3949","02720505",2
"3949","09010101",3
"3949","04060404",4
"3949","10281025",5
"3950","02751210",1
"3950","09030303",2
"3950","08120920",3
"3950","11102310",4
"3950","08230315",5
"3951","01013305",1
"3951","01027205",2
"3951","01027805",3
"3951","09010101",4
"3951","05100802",5
"3952","01085120",1
"3952","05041180",2
"3952","01012905",3
"3952","05030401",4
"3952","05040184",5
"3953","01026810",1
"3953","11040305",2
"3953","08230107",3
"3953","09010503",4
"3953","10260915",5
"3954","01012905",1
"3954","01013305",2
"3954","05041182",3
"3954","05041186",4
"3954","11080105",5
"3955","01016505",1
"3955","05040185",2
"3955","05040188",3
"3955","01028005",4
"3955","05030498",5
"3956","05040584",1
"3956","05200101",2
"3956","08010909",3
"3956","02620115",4
"3956","05160102",5
"3957","05200401",1
"3957","06100107",2
"3957","10028430",3
"3957","05030415",4
"3957","05030410",5
"3958","11140567",1
"3958","05030410",2
"3958","11060105",3
"3958","08010502",4
"3958","05140102",5
"3959","12670115",1
"3959","05040281",2
"3959","11080105",3
"3959","10261505",4
"3959","13820309",5
"3960","01013305",1
"3960","10240133",2
"3960","05030601",3
"3960","12670115",4
"3960","05030410",5
"3961","04201510",1
"3961","05100105",2
"3961","12670115",3
"3961","10200502",4
"3961","01016705",5
"3962","01026005",1
"3962","02650602",2
"3962","02720520",3
"3962","05040682",4
"3962","08051550",5
"3963","13930765",1
"3963","01012905",2
"3963","01016505",3
"3963","01026410",4
"3963","01028005",5
"3964","10200709",1
"3964","04020101",2
"3964","05041185",3
"3964","04020230",4
"3964","01013305",5
"3965","05040682",1
"3965","08230709",2
"3965","02690515",3
"3965","01085115",4
"3965","05040183",5
"3966","01017105",1
"3966","01085505",2
"3966","04060506",3
"3966","14302501",4
"3966","01012905",5
"3967","12650103",1
"3967","01027805",2
"3967","09010101",3
"3967","04020230",4
"3967","05100802",5
"3968","04200505",1
"3968","04020301",2
"3968","05040180",3
"3968","11040303",4
"3968","11040305",5
"3969","08230125",1
"3969","10240130",2
"3969","05040185",3
"3969","05030302",4
"3969","04060508",5
"3970","05041182",1
"3970","06120101",2
"3970","08031918",3
"3970","11060115",4
"3970","01085005",5
"3971","05041180",1
"3971","01028005",2
"3971","11040301",3
"3971","05040182",4
"3971","05200103",5
"3972","10240133",1
"3972","05030406",2
"3972","01012510",3
"3972","05040284",4
"3972","08232101",5
"3973","01012705",1
"3973","01085120",2
"3973","08150708",3
"3973","09030303",4
"3973","01013305",5
"3974","08230709",1
"3974","14302501",2
"3974","10261510",3
"3974","10281025",4
"3974","08100913",5
"3975","01012910",1
"3975","05030498",2
"3975","05100604",3
"3975","01013305",4
"3975","08010907",5
"3976","01201515",1
"3976","11080105",2
"3976","04032065",3
"3976","01013110",4
"3976","01012305",5
"3977","01012910",1
"3977","10200709",2
"3977","11100131",3
"3977","01012905",4
"3977","01013305",5
"3978","01012905",1
"3978","01201515",2
"3978","05200102",3
"3978","10240133",4
"3978","01026005",5
"3979","05030401",1
"3979","05030415",2
"3979","11103630",3
"3979","11102515",4
"3979","05040480",5
"3980","01012910",1
"3980","01012905",2
"3980","01013315",3
"3980","01028030",4
"3980","04020301",5
"3981","04032060",1
"3981","05040284",2
"3981","01026410",3
"3981","10260620",4
"3981","01026005",5
"3982","06100101",1
"3982","04020123",2
"3982","10240130",3
"3982","05040582",4
"3982","01026005",5
"3983","04020301",1
"3983","05040280",2
"3983","05040582",3
"3983","14351005",4
"3983","05040581",5
"3984","10200709",1
"3984","08120920",2
"3984","08110713",3
"3984","09010101",4
"3984","05100802",5
"3985","12650105",1
"3985","08315005",2
"3985","06100107",3
"3985","11080503",4
"3985","10028430",5
"3986","11100137",1
"3986","05030415",2
"3986","01027825",3
"3986","09010101",4
"3986","11100128",5
"3987","02690515",1
"3987","01028010",2
"3987","14351015",3
"3987","05041181",4
"3987","02754505",5
"3988","04200505",1
"3988","01026410",2
"3988","01027805",3
"3988","05041185",4
"3988","05200401",5
"3989","04201005",1
"3989","01012530",2
"3989","04200505",3
"3989","05040180",4
"3989","11040303",5
"3990","01016710",1
"3990","01017105",2
"3990","01201525",3
"3990","05041180",4
"3990","08190109",5
"3991","02691015",1
"3991","01201505",2
"3991","05200101",3
"3991","04020230",4
"3991","01012910",5
"3992","01012910",1
"3992","01016710",2
"3992","02691020",3
"3992","05030498",4
"3992","08100903",5
"3993","01013305",1
"3993","01085005",2
"3993","02692005",3
"3993","01012905",4
"3993","01027835",5
"3994","05040682",1
"3994","11131510",2
"3994","01012310",3
"3994","01012530",4
"3994","01027805",5
"3995","05041187",1
"3995","10120410",2
"3995","05040184",3
"3995","11100137",4
"3995","01201005",5
"3996","02720520",1
"3996","04201005",2
"3996","05041180",3
"3996","01012310",4
"3996","01012530",5
"3997","01012910",1
"3997","01085020",2
"3997","01085120",3
"3997","01085505",4
"3997","02650602",5
"3998","01012705",1
"3998","01012910",2
"3998","01017105",3
"3998","02691015",4
"3998","02691030",5
"3999","05030401",1
"3999","04020301",2
"3999","08012010",3
"3999","10240133",4
"3999","10261510",5
"4000","01012910",1
"4000","02691015",2
"4000","01012905",3
"4000","01013305",4
"4000","04200505",5
"4001","01016710",1
"4001","01026810",2
"4001","10152110",3
"4001","04031701",4
"4001","10261505",5
"4002","02620115",1
"4002","01085605",2
"4002","10240133",3
"4002","05030603",4
"4002","12650105",5
"4003","01012910",1
"4003","01085605",2
"4003","05040281",3
"4003","05041181",4
"4003","05041186",5
"4004","10240133",1
"4004","11040305",2
"4004","01028005",3
"4004","04032065",4
"4004","05200102",5
"4005","02691015",1
"4005","05041180",2
"4005","04020101",3
"4005","10240139",4
"4005","05041185",5
"4006","11100131",1
"4006","03050710",2
"4006","12670302",3
"4006","11080801",4
"4006","10028730",5
"4007","01012910",1
"4007","02650602",2
"4007","05200102",3
"4007","10240133",4
"4007","05030406",5
"4008","07123035",1
"4008","11080101",2
"4008","11100137",3
"4008","01026810",4
"4008","11103315",5
"4009","11080105",1
"4009","05041185",2
"4009","01012910",3
"4009","10200709",4
"4009","01013305",5
"4010","05030415",1
"4010","11040301",2
"4010","11100128",3
"4010","05030410",4
"4010","05030103",5
"4011","01016710",1
"4011","05030498",2
"4011","06100105",3
"4011","10080409",4
"4011","10240320",5
"4012","01085120",1
"4012","05040682",2
"4012","11100137",3
"4012","01026810",4
"4012","08100917",5
"4013","02691030",1
"4013","01085105",2
"4013","11040103",3
"4013","10200104",4
"4013","04130301",5
"4014","05030410",1
"4014","05040188",2
"4014","05200401",3
"4014","07131010",4
"4014","14351005",5
"4015","10260620",1
"4015","10261510",2
"4015","11080101",3
"4015","08100907",4
"4015","04032060",5
"4016","11140567",1
"4016","10240130",2
"4016","11060105",3
"4016","08010502",4
"4016","05140102",5
"4017","05041183",1
"4017","05030410",2
"4017","02691030",3
"4017","03050704",4
"4017","01085105",5
"4018","01012515",1
"4018","01012705",2
"4018","01012910",3
"4018","01016710",4
"4018","01017105",5
"4019","02691015",1
"4019","05100604",2
"4019","08051550",3
"4019","09030303",4
"4019","10200709",5
"4020","01085505",1
"4020","10241205",2
"4020","11080101",3
"4020","05030415",4
"4020","05200302",5
"4021","05040680",1
"4021","01085005",2
"4021","01085505",3
"4021","01012905",4
"4021","05100105",5
"4022","05030615",1
"4022","11100131",2
"4022","11100137",3
"4022","01027835",4
"4022","10080401",5
"4023","01085115",1
"4023","10281020",2
"4023","05030301",3
"4023","11080602",4
"4023","02650103",5
"4024","03070109",1
"4024","08090135",2
"4024","08230709",3
"4024","11040303",4
"4024","10110107",5
"4025","05100105",1
"4025","02650602",2
"4025","01085105",3
"4025","01028010",4
"4025","06120101",5
"4026","10261510",1
"4026","10240130",2
"4026","05200401",3
"4026","01013110",4
"4026","05041185",5
"4027","01016710",1
"4027","01017105",2
"4027","01085505",3
"4027","02650602",4
"4027","02691015",5
"4028","05030415",1
"4028","11100128",2
"4028","05030410",3
"4028","01085120",4
"4028","05160301",5
"4029","11040305",1
"4029","05041188",2
"4029","05040281",3
"4029","05040183",4
"4029","11080105",5
"4030","01012515",1
"4030","01085120",2
"4030","02691015",3
"4030","02691020",4
"4030","03070206",5
"4031","02691030",1
"4031","05041180",2
"4031","05041195",3
"4031","01012905",4
"4031","09190305",5
"4032","08100903",1
"4032","05100802",2
"4032","11100320",3
"4032","05100120",4
"4032","04020101",5
"4033","01012705",1
"4033","01012910",2
"4033","03070206",3
"4033","10120410",4
"4033","11080501",5
"4034","05041195",1
"4034","09021510",2
"4034","10110107",3
"4034","12500303",4
"4034","05100601",5
"4035","05040185",1
"4035","05100102",2
"4035","01026810",3
"4035","05160102",4
"4035","11080103",5
"4036","01013305",1
"4036","06100107",2
"4036","05040189",3
"4036","10080303",4
"4036","05040284",5
"4037","05160301",1
"4037","01012515",2
"4037","01085120",3
"4037","06100105",4
"4037","08100917",5
"4038","05030415",1
"4038","05200501",2
"4038","08110709",3
"4038","11100128",4
"4038","10200502",5
"4039","11040303",1
"4039","04032060",2
"4039","11080105",3
"4039","04020101",4
"4039","04020230",5
"4040","05200102",1
"4040","10240130",2
"4040","05040582",3
"4040","10260605",4
"4040","05040581",5
"4041","01012515",1
"4041","01085505",2
"4041","02691015",3
"4041","04060506",4
"4041","05030615",5
"4042","12650103",1
"4042","11040303",2
"4042","12670301",3
"4042","09010101",4
"4042","05041186",5
"4043","11100137",1
"4043","02620115",2
"4043","05030415",3
"4043","10240133",4
"4043","02651405",5
"4044","02691020",1
"4044","05030415",2
"4044","08100917",3
"4044","08120920",4
"4044","09010503",5
"4045","05041188",1
"4045","11140565",2
"4045","12670109",3
"4045","05040182",4
"4045","03050309",5
"4046","05041187",1
"4046","01015705",2
"4046","05040188",3
"4046","02755105",4
"4046","11060115",5
"4047","02691015",1
"4047","04200505",2
"4047","01016505",3
"4047","01026410",4
"4047","11040305",5
"4048","04060506",1
"4048","11100137",2
"4048","10281025",3
"4048","10260910",4
"4048","08031918",5
"4049","02691015",1
"4049","05040682",2
"4049","08110798",3
"4049","04080230",4
"4049","01027825",5
"4050","01016710",1
"4050","01085120",2
"4050","01085505",3
"4050","01201525",4
"4050","02650602",5
"4051","01017105",1
"4051","05030615",2
"4051","06100105",3
"4051","10200709",4
"4051","14302501",5
"4052","01017105",1
"4052","02691020",2
"4052","04032602",3
"4052","05041188",4
"4052","11040301",5
"4053","11100131",1
"4053","04020301",2
"4053","01013110",3
"4053","01026210",4
"4053","05040480",5
"4054","03090105",1
"4054","04032201",2
"4054","11080801",3
"4054","09010501",4
"4054","08150101",5
"4055","05040682",1
"4055","10280103",2
"4055","11100137",3
"4055","04060307",4
"4055","09090904",5
"4056","12650103",1
"4056","04080230",2
"4056","01027825",3
"4056","04032065",4
"4056","11100128",5
"4057","01201515",1
"4057","01013505",2
"4057","05030406",3
"4057","08313025",4
"4057","10200709",5
"4058","01085505",1
"4058","02691015",2
"4058","05041180",3
"4058","08100903",4
"4058","08230709",5
"4059","01012905",1
"4059","01085505",2
"4059","08120925",3
"4059","01012715",4
"4059","04060508",5
"4060","11040305",1
"4060","10260605",2
"4060","01012305",3
"4060","10200709",4
"4060","05030415",5
"4061","05160101",1
"4061","02651405",2
"4061","05200101",3
"4061","05040281",4
"4061","11040303",5
"4062","05100604",1
"4062","08110715",2
"4062","05120218",3
"4062","08051510",4
"4062","06100308",5
"4063","03070206",1
"4063","05030615",2
"4063","05040682",3
"4063","08090113",4
"4063","11100131",5
"4064","06100105",1
"4064","05160101",2
"4064","11060115",3
"4064","07131010",4
"4064","06100101",5
"4065","04020230",1
"4065","04020301",2
"4065","01085120",3
"4065","10200709",4
"4065","14302501",5
"4066","02691015",1
"4066","05030415",2
"4066","02720505",3
"4066","12670109",4
"4066","05040182",5
"4067","01085020",1
"4067","02691030",2
"4067","01012905",3
"4067","03050704",4
"4067","09190305",5
"4068","04201005",1
"4068","01012310",2
"4068","04020301",3
"4068","05040180",4
"4068","11040303",5
"4069","01012905",1
"4069","05041182",2
"4069","10080301",3
"4069","08031918",4
"4069","10200502",5
"4070","01012705",1
"4070","01012910",2
"4070","01017105",3
"4070","01085020",4
"4070","01085120",5
"4071","01028005",1
"4071","11040303",2
"4071","02691015",3
"4071","04060506",4
"4071","10280103",5
"4072","01012515",1
"4072","01012705",2
"4072","01028305",3
"4072","03090320",4
"4072","04201005",5
"4073","05030401",1
"4073","05030410",2
"4073","01012305",3
"4073","05041185",4
"4073","11100131",5
"4074","01017105",1
"4074","10120410",2
"4074","04200505",3
"4074","11060301",4
"4074","12650103",5
"4075","05040184",1
"4075","11100137",2
"4075","10240320",3
"4075","11040301",4
"4075","11080103",5
"4076","05040580",1
"4076","11080105",2
"4076","04020101",3
"4076","05040581",4
"4076","04020230",5
"4077","01012515",1
"4077","01016710",2
"4077","01085505",3
"4077","02691015",4
"4077","09030303",5
"4078","04200505",1
"4078","01027825",2
"4078","05030102",3
"4078","05030103",4
"4078","05030410",5
"4079","08230107",1
"4079","01017105",2
"4079","05160301",3
"4079","06100102",4
"4079","05030406",5
"4080","09010101",1
"4080","05100802",2
"4080","05040280",3
"4080","04020101",4
"4080","04020230",5
"4081","04200505",1
"4081","11100137",2
"4081","12650103",3
"4081","01016505",4
"4081","02690515",5
"4082","01012910",1
"4082","01012905",2
"4082","05100802",3
"4082","05040584",4
"4082","05040580",5
"4083","01017105",1
"4083","08010903",2
"4083","01028005",3
"4083","05030415",4
"4083","01085105",5
"4084","04020301",1
"4084","05030415",2
"4084","04032060",3
"4084","04032065",4
"4084","05040181",5
"4085","05040181",1
"4085","10240130",2
"4085","05040180",3
"4085","05040188",4
"4085","05030102",5
"4086","05030498",1
"4086","12691101",2
"4086","04201015",3
"4086","08150103",4
"4086","05040582",5
"4087","11100137",1
"4087","05040281",2
"4087","12650501",3
"4087","11080105",4
"4087","10261505",5
"4088","01012910",1
"4088","01085020",2
"4088","01013305",3
"4088","12530212",4
"4088","12670301",5
"4089","05040281",1
"4089","11080105",2
"4089","01027805",3
"4089","05040184",4
"4089","04020301",5
"4090","01012515",1
"4090","02691015",2
"4090","10200709",3
"4090","05030415",4
"4090","08100917",5
"4091","05041187",1
"4091","04060302",2
"4091","10200520",3
"4091","05160101",4
"4091","05040187",5
"4092","12670115",1
"4092","10260620",2
"4092","09111801",3
"4092","08451005",4
"4092","05030102",5
"4093","05041180",1
"4093","09010101",2
"4093","04020101",3
"4093","05040188",4
"4093","04020230",5
"4094","11080501",1
"4094","01201005",2
"4094","09250505",3
"4094","10180303",4
"4094","13830115",5
"4095","05200102",1
"4095","10200709",2
"4095","02720505",3
"4095","11080105",4
"4095","11080602",5
"4096","01013305",1
"4096","05030401",2
"4096","11080101",3
"4096","01027835",4
"4096","11040305",5
"4097","01012705",1
"4097","11100131",2
"4097","01028030",3
"4097","02650203",4
"4097","08100917",5
"4098","05030498",1
"4098","10200709",2
"4098","02690515",3
"4098","05100114",4
"4098","01027825",5
"4099","05041180",1
"4099","05030401",2
"4099","05030415",3
"4099","11040103",4
"4099","08052005",5
"4100","01085120",1
"4100","02691030",2
"4100","05041180",3
"4100","08090135",4
"4100","08230709",5
"4101","01017105",1
"4101","01085120",2
"4101","01085505",3
"4101","01201525",4
"4101","02691015",5
"4102","01012910",1
"4102","01085120",2
"4102","02751210",3
"4102","04201005",4
"4102","05030498",5
"4103","01028305",1
"4103","08090113",2
"4103","10120410",3
"4103","11080501",4
"4103","03050704",5
"4104","01026810",1
"4104","10260910",2
"4104","05040284",3
"4104","05200102",4
"4104","01028005",5
"4105","01012515",1
"4105","01012705",2
"4105","01028305",3
"4105","02691015",4
"4105","02691020",5
"4106","10200709",1
"4106","12650103",2
"4106","01201515",3
"4106","05200102",4
"4106","09010101",5
"4107","02691030",1
"4107","05041187",2
"4107","12501909",3
"4107","13580510",4
"4107","04200505",5
"4108","01012905",1
"4108","05030415",2
"4108","01027825",3
"4108","04200515",4
"4108","10260620",5
"4109","01012910",1
"4109","05030498",2
"4109","05041180",3
"4109","01012310",4
"4109","01013305",5
"4110","01201515",1
"4110","11040303",2
"4110","08230125",3
"4110","04020101",4
"4110","04020230",5
"4111","06100101",1
"4111","05040582",2
"4111","05040281",3
"4111","10260910",4
"4111","01013110",5
"4112","01026005",1
"4112","03070301",2
"4112","06100105",3
"4112","02620115",4
"4112","08100917",5
"4113","01012910",1
"4113","05200102",2
"4113","08230125",3
"4113","01016505",4
"4113","11080105",5
"4114","01085420",1
"4114","01201005",2
"4114","08120920",3
"4114","04060504",4
"4114","07123005",5
"4115","05100604",1
"4115","09030303",2
"4115","11100131",3
"4115","01028005",4
"4115","04060307",5
"4116","02691015",1
"4116","06100105",2
"4116","01012310",3
"4116","01016505",4
"4116","01027805",5
"4117","10080409",1
"4117","02620115",2
"4117","05040682",3
"4117","05040184",4
"4117","01085420",5
"4118","01012515",1
"4118","04060309",2
"4118","08090113",3
"4118","08090135",4
"4118","10200709",5
"4119","11080503",1
"4119","10152705",2
"4119","10153310",3
"4119","06100204",4
"4119","05040188",5
"4120","11040303",1
"4120","01201515",2
"4120","10261510",3
"4120","05040580",4
"4120","05200401",5
"4121","01012910",1
"4121","01085020",2
"4121","05030615",3
"4121","08230709",4
"4121","10200709",5
"4122","05030415",1
"4122","05030410",2
"4122","02720515",3
"4122","09091001",4
"4122","08090138",5
"4123","01012905",1
"4123","01013315",2
"4123","01012910",3
"4123","04020301",4
"4123","05030401",5
"4124","01012910",1
"4124","01012310",2
"4124","01013305",3
"4124","01016705",4
"4124","01026410",5
"4125","04200505",1
"4125","04032060",2
"4125","11040301",3
"4125","05030410",4
"4125","05030102",5
"4126","11100128",1
"4126","05041180",2
"4126","11080101",3
"4126","11102515",4
"4126","11060105",5
"4127","01085120",1
"4127","01026810",2
"4127","02620115",3
"4127","02690515",4
"4127","12670302",5
"4128","11100131",1
"4128","05030401",2
"4128","10080409",3
"4128","11040303",4
"4128","05030103",5
"4129","01012910",1
"4129","01085120",2
"4129","01201525",3
"4129","02650602",4
"4129","02691015",5
"4130","01016705",1
"4130","11060301",2
"4130","10080409",3
"4130","05041181",4
"4130","10028725",5
"4131","01012910",1
"4131","01012905",2
"4131","01013305",3
"4131","01201510",4
"4131","05100802",5
"4132","01027835",1
"4132","11080503",2
"4132","05040582",3
"4132","10240133",4
"4132","01085505",5
"4133","01012910",1
"4133","01013315",2
"4133","01027805",3
"4133","04020301",4
"4133","05160102",5
"4134","01016710",1
"4134","05040185",2
"4134","05040480",3
"4134","05040284",4
"4134","14251020",5
"4135","02691015",1
"4135","01012310",2
"4135","01012530",3
"4135","01016505",4
"4135","01026410",5
"4136","01013305",1
"4136","08010909",2
"4136","04060307",3
"4136","01026210",4
"4136","03050740",5
"4137","05030103",1
"4137","04200505",2
"4137","04032065",3
"4137","01016505",4
"4137","05040280",5
"4138","05030410",1
"4138","04032065",2
"4138","01026210",3
"4138","05040280",4
"4138","11100128",5
"4139","01016710",1
"4139","01201525",2
"4139","10120410",3
"4139","12501909",4
"4139","12591503",5
"4140","01012910",1
"4140","01201515",2
"4140","04020101",3
"4140","05030601",4
"4140","09071101",5
"4141","05100105",1
"4141","04031901",2
"4141","09010107",3
"4141","02651407",4
"4141","10140309",5
"4142","05041180",1
"4142","05200103",2
"4142","05030603",3
"4142","01085005",4
"4142","02751205",5
"4143","11040303",1
"4143","11040305",2
"4143","01027830",3
"4143","06100101",4
"4143","08120940",5
"4144","01012310",1
"4144","01016505",2
"4144","01026410",3
"4144","01027205",4
"4144","05030101",5
"4145","08051550",1
"4145","04060307",2
"4145","08133510",3
"4145","04032065",4
"4145","11103315",5
"4146","03070109",1
"4146","08150708",2
"4146","09070503",3
"4146","11100122",4
"4146","02691005",5
"4147","04032065",1
"4147","05030103",2
"4147","05200401",3
"4147","04200505",4
"4147","01013110",5
"4148","01012705",1
"4148","01012910",2
"4148","02691015",3
"4148","04201005",4
"4148","05041195",5
"4149","05041187",1
"4149","05040184",2
"4149","02620115",3
"4149","01085605",4
"4149","04060326",5
"4150","08315005",1
"4150","06120119",2
"4150","11040301",3
"4150","05030103",4
"4150","05040580",5
"4151","05041180",1
"4151","01027805",2
"4151","05041188",3
"4151","01085115",4
"4151","10028735",5
"4152","01201005",1
"4152","11040303",2
"4152","04032060",3
"4152","04032065",4
"4152","10261001",5
"4153","05041188",1
"4153","01201510",2
"4153","01085115",3
"4153","08132513",4
"4153","04201505",5
"4154","02691015",1
"4154","04201005",2
"4154","06100105",3
"4154","01012310",4
"4154","01013305",5
"4155","01012910",1
"4155","01013305",2
"4155","05030410",3
"4155","05040582",4
"4155","11060105",5
"4156","05040682",1
"4156","08131901",2
"4156","05140101",3
"4156","10261510",4
"4156","05040580",5
"4157","01085120",1
"4157","11040305",2
"4157","10110107",3
"4157","04032065",4
"4157","10028427",5
"4158","01012905",1
"4158","05040284",2
"4158","01013315",3
"4158","01026810",4
"4158","04012002",5
"4159","02691015",1
"4159","08150107",2
"4159","10200709",3
"4159","07121510",4
"4159","01028005",5
"4160","04200505",1
"4160","12650103",2
"4160","08051545",3
"4160","04080225",4
"4160","05030102",5
"4161","08230709",1
"4161","01012310",2
"4161","05030301",3
"4161","08231301",4
"4161","04060302",5
"4162","01012910",1
"4162","04201005",2
"4162","06100105",3
"4162","01012530",4
"4162","01013305",5
"4163","08315005",1
"4163","01027010",2
"4163","10200315",3
"4163","11080503",4
"4163","01013305",5
"4164","02691015",1
"4164","01012310",2
"4164","05100105",3
"4164","05040183",4
"4164","04201510",5
"4165","02690515",1
"4165","01026210",2
"4165","01026810",3
"4165","01012530",4
"4165","05030103",5
"4166","04201005",1
"4166","01013305",2
"4166","04200505",3
"4166","01027835",4
"4166","01201005",5
"4167","05030415",1
"4167","11100128",2
"4167","05040580",3
"4167","05200102",4
"4167","01013110",5
"4168","11100137",1
"4168","08100917",2
"4168","12650101",3
"4168","05100802",4
"4168","01027830",5
"4169","01013305",1
"4169","01085120",2
"4169","05030101",3
"4169","05040584",4
"4169","01012715",5
"4170","11060301",1
"4170","09010101",2
"4170","05100105",3
"4170","05100802",4
"4170","05040183",5
"4171","01012515",1
"4171","01012705",2
"4171","01012910",3
"4171","01017105",4
"4171","01028305",5
"4172","01012705",1
"4172","01016710",2
"4172","01028305",3
"4172","01085505",4
"4172","02691015",5
"4173","04201005",1
"4173","05041180",2
"4173","08230709",3
"4173","04200505",4
"4173","01026810",5
"4174","05200102",1
"4174","01012715",2
"4174","06100107",3
"4174","05040284",4
"4174","06100101",5
"4175","04200505",1
"4175","04020301",2
