"id_cliente_enc","kmeans_cluster"
"018b6f180007e76140d2a8b9d9debad0",2
"018dfae11e082f64c4cf812751a5466b",2
"018e9ea4070e4df6b1e3e4137f8f42f0",2
"018f8506e2f8d2673164c07b0f66d515",3
"0195a2df8f9286e15cfce0bd9693c8be",1
"0199ec854b2b3d0c285eb34db94c7528",1
"019af1f0b2c89f89ea51a41feb45972d",1
"019cf11509d168b23e915cb441cded0e",1
"019e22e814fba9bf8ba22c57358ae7e3",1
"01a08c56824b59fba0b69b27342efb85",1
"01a21c09e3aa7a7b33f84b2906139031",1
"01a247953015c71aa8b2d17fa8fe94b2",1
"01a60d17b9ddef63ee7e3d432daf3f9c",1
"01a7a60c5c41646abf905002b5743494",1
"01a8b4783ff1f37288e8213b029a4ed4",1
"01ae848110251a33a74328e79393f608",1
"01ae904a65d6e70d3c09ff3eb00ee7a9",3
"01af3905e8590efd1b2b4fbdda9ed93d",1
"01b19e93c09cab04f5aaae3c95560597",1
"01b241d31f5cb00108a6114e5f276223",1
"01b407186e965bc810f816ed18742dbc",2
"01b87c2f70c8806206d61929c5dae86a",1
"01b9cd10336b29c0695a959606e7ed3a",3
"01bd469da2ad05b45e23142072253c12",1
"01bd5a51c0b7e6d836b54358713aaf9c",1
"01c0c56d49b48bebba920628066d4824",2
"01c268cd65305f00ae691903f30ffe98",1
"01c37cdf5f284c4aab2c8ca8c77eb3f8",3
"01c3a379e029f541cc580dc1fddb0e8f",1
"01c733b4501e434b78e0bf6a678440fe",2
"01ce81eb415488a641554906594ef949",1
"01cfa36d3f53e51434df7b22fa9ac047",3
"01d12aa9b55edb6518fefec5737763d0",1
"01d218aadad730fa56a7ce1d483ea8a1",2
"01d7b2b9880d87cca390088adf7cc829",2
"01d81f945ed2c620f5570410e9a1b0e1",1
"01d87a8dec57e4f945945416646539f6",1
"01d87e6d090f4d8e3b8fc3662e0e69a3",1
"01d8ad78d095adcb1867f4abe60f3c2a",1
"01d8cff2d368b1d6f21d7b7f23cf2280",1
"01da301552bf05066725bb2261508150",3
"01dbdbc27b4904cf9d26978409fad3b4",1
"01dcb64394eed4d1f9e3e3dd736c341e",2
"01dcc33f2185cf4b3b780fe20388d215",2
"01dd91e8bc8ce8aa6215b98c997616ab",2
"01dd96fdf225fe12fd15448ec31fe142",1
"01deaf75c91b7b262cc6da19bdbaf2d4",1
"01dfb107e6ae4fea7231108d9a87b6c3",1
"01dfda7bb3b0af2569ac1ce10cb0eb08",1
"01dff2de0f1bda0d6a4d7d9c324c1452",2
"01e201c147ba4a58df19468036e2048f",2
"01e72668e571dbc6a1c8c08bc46c9887",1
"01e7f5245299bdbe4fc49c6f182048bd",1
"01e886a01b075fe1a5970e442c4e7817",2
"01e9717d493dae120363ca9a8df6affa",2
"01e9dec935b9cd32d494c14a682cf72c",1
"01ea4b53adae003d2d7451c65ae5ea9e",3
"01ed1caed0c89ef6fd2f4a7b71ddff3c",2
"01eee73ab8d528c94552ba07fdcbd23c",1
"01f20007e6eda24402213967b516305f",3
"01f2bc4014030805aab677e5a05b43d2",3
"01f42c0b96bb14286cdf6beb20bbf76f",3
"01f48b5d7a3d04f71683f6cfa6a2631e",1
"01f538058225c3293b0058d9dda3221c",3
"01f89c9273cd4d1c16e84265b2a342fd",1
"0202db1be6c97c7aa12174e2555b77ac",1
"02062c58dc38bbc67f88e3b314f45742",2
"0207b742b9fa30cfd656351a745a1a82",1
"020896434583f2160339b9e20c0c424b",2
"0208b2566a5760db57b63f74edc32f8b",2
"020914cd34c55f46673a4c85a6a510a2",1
"0209a173a5032a016de658b78bebe1ff",1
"020aea392659955d53764b742105ffb1",2
"020dcd38222eb51265ff9086dfa18f50",1
"020f7628b5fed5479eef29e9f6cd4eb2",1
"020fe3c0b8eded2d501a3f727a948dc8",1
"021106ad9457c59fb08950ed482db228",2
"021130f2cb0b48a1ec4dc31fd95e528d",1
"02116948fdaac231e31448ca0be1fb34",1
"02116a416d3aa8456c93e12d53672a4d",3
"0213d1ac8383cee0460d49fc93e315b3",1
"021444327a21e32bde4c6513eaeca892",2
"0219648b555ead892fc43d0255696d76",3
"021c3f4713f090bb86dd5ee9cc210018",1
"02204680676e91e797650418e664b1d9",3
"022053d5ea18b49be9c25c7312e1e5ae",2
"02236575bc8225955cb1ff2f7e3d4b4c",3
"02248a68a2c42040765a3521a3f224dd",1
"0224fea4f86ca43c28e44cbce8c3fa5c",1
"0225be8593176cc536d207b9472e556d",1
"0226597d999fe50ce62a687b1eb2655b",3
"0226b5b8372bf056d314f1257933106c",1
"022779392062a416417b037da7170c7f",1
"0227af82202bf267a1e0af5984ef8ce1",1
"0227fed17eead41ff28aa42378e16bd8",1
"02295ec5cb4a68b8351136337e527331",1
"0229a45f44ab0c7c137c32c27138c415",2
"022a2f6f1eca2dba8b4755687aa682fc",3
"022d1f15341f12515f50fcc4dfe5cd70",1
"022fc3bdf08b3e4ed9a6e1beaaf95cc6",1
"023042c5980fa615f1974a3150490b8d",1
"0230dcbdb6e7d3a49dcc8a3b9d209678",1
"02315c579e26e580df04f785b76a0fc6",1
"023311c8c7668dae069dea0334fb8ae7",2
"0235454d22eb99d3dc7477221d659b3b",1
"0235953ad7a5dfaa348a6db4337cb3de",1
"02367c6b93886be682330459697b0292",1
"0237be24a74d8838f4fa0c843997b4ee",1
"02391630963d2908e51662cdd690c402",2
"023a5c62362eea1d8783f82c13300f14",1
"023b72f0b9fa53cd175a7cc88dd8f77a",1
"023c9bb68b6527dd26102bcbf27802b7",3
"02400d1e6f992b44be16901375f87ba1",3
"024114e0a4e0f086a65a43f14b5d6af9",1
"0241473bfad8fa22272225708c1d814d",2
"0241c04d48fff8f1a99ae16df87d7216",2
"02425f5a40849aa0338b328da310d650",2
"0246b39b0d9abd45668680f3fe28b799",1
"02486d4a32390ae3e33ec8530574a037",2
"0248ffe9cca5639209305eb77986ca46",2
"024be805fdb152a0d6da8e6ce325e949",2
"024c38176ba53c57a61011e5cfcf8613",2
"024e8c717e0209863d9717743751c5fa",1
"024f82a2270e7cfe83640e935a587161",1
"02546ced3b48e5242a02a91e7f56318c",1
"02548ceef5d9eaca7455c99667aa1bb4",1
"0256768dd2f0f691320971f7cc5c0fe3",2
"0257834acf2245da07506ac019d9aeba",1
"0259d9c5911655c017f811f52d2b1487",3
"025aba266fd3acfc735482c5ea8bb560",1
"025af887c8866efa794e1bd4ab753d50",1
"025fadaca239339e929c0186f673b2cb",1
"026032e0bf579ce61729dc512a415d18",3
"02609de2e5cd2824e2cf15e998a9a3cc",2
"0260af8aee60d460d1d3f5f49d2dc697",1
"02639e6eedf53e008650532fcc67c605",1
"026425bea76a9f7488f1724ede4388ed",3
"0268ce6f9a718bbe6362428aee1ad6a1",3
"026bb13909bbbef126d5b111a4c9a46d",1
"026c9f825a08d954a6226734417344e6",2
"026f9dd665dfb3a14c0bb1d061861c02",2
"02716f79bfa2dc3c579be2efc87b3f1d",1
"027299947c42d3b84f37c08edf083224",1
"027338b970b312651e08244a3ae0b6ec",1
"02745f7d1837e132d2f3014861a028a9",3
"0275e8122ce4ed2571163a7ba85257cb",2
"02763e76efc4630a2be10c19be0cc128",3
"027722f357390f8b7ea32ebe0d696a1d",1
"02781562bb204fc114a97188381ec133",1
"02798a3b159bf3cc62891dd8bcb7fa25",3
"027b1cd8b8d5f68d98d061dba5c4f750",1
"027e50d6ce86da94c72535de2bc9513e",3
"0280f26a2ae9490c08102b7651f9c7a0",3
"02853ec9e41d862de6e05201ba1ff651",3
"02855559d24aef4515afb23c36e7082b",1
"02858cf293ec6f85551e132fed5bb4e0",2
"028bf17d4a7df45e30177ecaa51ab468",3
"028caf00478f7119082994a7f1b309f6",3
"028e374093690191ca4ea24e56da53dc",1
"02919dd5d21aa2c38045b6e7902399e3",1
"0293c5cfe5e3f336731a6f3709d0f557",3
"02960bd19b4179386088cb23b4df29c9",3
"02969bd3c06c3e861cdca7487a09ac7e",2
"0298d2e165df35d14ab870bf6bebc668",1
"0299ce6ed2575e83f803026b72c79f29",2
"029b31a17172f24ad496990f2dbd15bd",2
"029d363f578feac62ae5b54a6c293c5a",1
"029f95806f85387e96c4b4477032dc2b",1
"02a3c1461203a33dc6a9f7d18517d279",2
"02a5cfe8cb6eef10fd29d5fb3e3155c1",1
"02a85c1a74a0a962c88a5c03d2113030",1
"02aaeb937f70bfcbe668245abb238004",1
"02abaf7b7c62daa18c673f44be9f1eb3",2
"02acb59a2e41cbe34d5ec11d59e3fe1b",3
"02ad0f13555bd8552458eea9d2f7b7a5",1
"02b572f63c38920f89ebfd4ba4f21696",2
"02b65f64522f7eb9c9fb2bc513a5a3df",2
"02b67673cc4adfa24b2a834c660e821d",1
"02b7d70e0db65f0b46ecb808a5d6c53d",1
"02b87716b8d4a91a48d9c27323649a05",1
"02b96f6c45f1ae8e556fdc27d8510b15",3
"02bc124234e820425ef0d28f9ba98963",3
"02bcfe5d4bff369678cf97ad7e7710b3",3
"02c112b6f00a8199c0a3e6a66a353cea",1
"02c74b0608420816cc0f56fdbc9dd77d",2
"02c93169669814ef137629d13fb6a83b",2
"02cdbcd836334fc7af94b4c692baae09",1
"02ce82769f81f154f96c00f115d7c09b",1
"02cf05c759f7fd6badff0888a34d219f",2
"02d063daabc815b560d0fa1be872cb43",2
"02d0e16fce6fa57d2451f8a0f3d719cf",3
"02d2733509b3f7b9ef8eb6562d9cc77b",1
"02d71f520346a1db67c69c744d8b989b",1
"02d93e7e745edc8010ea92cb4eb873b2",2
"02d9a9314ed6d68d3fd76c6d53cb4ab2",2
"02db84bcbd1117be7353bc517cda911a",2
"02ddfa2b01c516b6b66924bbed3dad37",3
"02e073526c47f94fd4a1d1d48e1da31e",2
"02e3cacb2ba20f04aa9168436bf1328b",1
"02e44596631077f4a23291842168333a",2
"02e5d00220882284574ec6c2d899494b",3
"02e6df17a948be152d6222eddd64dcb9",3
"02e9d47b471b0ba97dba362f5cde3095",3
"02ea81b5494822b25cf29aeff142026a",1
"02ebf0f66d9eb0741d1206ba2d40941e",2
"02edf57d306605a7eccfe21f41194c97",2
"02ee9965cade8a20a4149a5b044fc568",1
"02f07398b5bb0e64a701fcd25ef42ba5",1
"02f1a362c3fa233a56ce86f8a482bbaf",2
"02f382162d6b377b5e206be3794f9b20",3
"02f7f390651babd24e0c8edc34715563",1
"02f8c4841cae59412bf9ed9d6191b04a",1
"02fa0d8be5c017d6debd569685496013",1
"02fd6d39a859c12d18ef374fc3f9f65f",1
"02fe2ea01ff5b39f960358eda789206e",1
"02fe33e77551df09f510f46aa208c51c",3
"02fe77f345b82fcd0031916deaaf8131",1
"02ff35f66fbce784407a01b0fdd7c8db",1
"02ff5edaa057b63ea0a0010c5402205c",1
"02ff8a954bd520a1efeb2482c3547c14",2
"02ffcb0efb4ab92558ac5e73e8635068",2
"0300fb8190feef124d7f8236cb66dc22",2
"030113f7bc0fd37d3488d8cb481be341",2
"030192b34ceb515936c9b3558bcf56e8",3
"0308fb87556476aa63e6a3e1c75b1065",1
"030deb3cd885ba3d7d34f029d695ff2c",1
"030ff423a24f005d3e5e2113caf6f1a8",2
"03138b9bc68531411bd606d238ede7f4",1
"03139dce41183df982a56317075a8cb2",1
"0313e0a02d017812b4347883c59843a1",1
"0316bdb9c4372b80ad4ea5f3d8dde17b",1
"03196aef4971aee6a618ac147aa1962b",3
"031bb26d4191c7998a20ecfc3e1305e9",2
"031be2fc3bc75453ec31a79e370cd170",2
"0324230efd2c561c6ff93e0cdbe9555a",2
"032974332b391bddd5442ec7a3122759",1
"032d8e3b67c55b9ba6f36bdaf5565d76",1
"032e72d04a131024f76fc8e00d5420eb",3
"032ea03347ccc20e98c7208b3af26774",1
"032ecb8af79aeeb01ee4a4940720a3cc",1
"033285012c8c2daca707ffb7a52ff12c",1
"0334409d92e00b4c2a2afd6df4d05d53",1
"03364d4201f69992006ac057abdedc9b",2
"033a3b19b7e8d7f97ff048b78151f476",1
"033beab8d32d59e863fe022e1f4fbe25",2
"033d2ae99fabbc8dee957e4814701640",1
"03435e4cfe1b479a3f86ca6cc6a1af24",2
"0343954a374eae50bef272b6cb4b46a3",3
"03498105230d7ba335f30a09925af4e8",2
"034ab5c6fc47394b279d26371cc87d40",1
"034ac9354d20128509901d2ff75beb89",2
"034ae66acc0bd6fb5329a302df72fa49",2
"034d8125de904e8aeb829aa2dbcf1ddd",1
"035149572f5bd99a554b7665c64455de",2
"0353fb83ee6a2300a51761e6262eae67",1
"0354dbd81ab63c0eb234a23e29240895",2
"0355bc96dd36f6827912c12a85effb4f",1
"0357d191c21fd0c6b65d7f29ad4771c5",2
"0362d29104a503d8295544f5b1ea4706",2
"036677a31d59073a7a2155bb890ccbe0",1
"036718bfd0018b15655d9182c5303643",1
"03675f025869ce4707125a3e8e2b7cf1",2
"03683d79d8f7c11fcabe1be80d9aa4e0",1
"036a9a165619648a201d720a3b094e66",1
"036db132790df3a4ac82ca104bb30fbb",1
"036dd25540bf69249c3ff3598579c3c4",2
"0370182dbe79b6a49cfefd76292985d2",2
"0370ea0799501688d7f8a3ff82c606be",2
"0371909d076d3d4819f21ad79aad0ecd",1
"037569d1fff085f290bc336ec280c9b2",1
"0376cd67caf908f1578245b6a549ff68",3
"03783b03544f676c2499b86e2a4d4819",1
"0378a27fc7276970e37c85a7d2ddf345",1
"0378b0f3f21bae93a13039ab9ad737d4",2
"0379f7453377f7ad5f01a0caee4ff65e",1
"037c96c588e5d9c0d2ba38f07ab3464e",1
"037ce11383676471f039a77a03aa776f",1
"037f565c2017196f99162c09abb88822",3
"037ff11d73cccb487ee1a1eaa3170486",2
"0380f1a9d3b8b14df2e3e0515b3877fb",1
"038143c67ce660fdbb4322e034d0b39b",3
"03827376d818e366a10a3b073cda4554",3
"03827ed4c42623f25b67d21c55825f04",3
"03866ebad3980646d025841147012f5a",1
"038753ff139f4c79545745f213f0422b",1
"038b02a42efd85247fa9391a39e86ba0",1
"038ee7262ed2db2a087757e504c650e3",2
"0394195a79230114861d85d45574291b",1
"03944cfaa55a4ec6351fe3cb4b8766cc",1
"0394cb2ca1e0623a0b4babc7c08879c9",2
"039554c579e7ea8613dea680bc0409d2",2
"0396dcb3278fa405d6022ee33999fb3d",2
"039724f01d57bda48a89f913d1675528",1
"0398f1d4ee748b57fcdabc9bfd296ab1",3
"03992e1d82ef40a4c30200350c60b079",3
"039b7c8d250d665fac6687a02b0a9a9d",1
"039c243ebfc0f755e7ef53fe48201c6e",1
"03ab86afa7c96b8abdc5d8cd2b3c178c",3
"03b3c04cfa554eda4947d568a3338d36",1
"03b4ccc106f2ef28e200b24453be9391",1
"03b62d603b5685539f16010073cd80ee",1
"03b8ec3502c618d10e1a591d726b6eb8",1
"03bdcdc7ca07b66a455cda5030e6f4d9",2
"03c3ad10ab47e6c7a27fc40c3bef0d93",2
"03c480de3560b5a4cb1a2df060ea6708",1
"03c640d9e62a114470c8b2ba8d43517e",1
"03c650aaf639738ba04077aadc427d4e",1
"03cac177b39ac99b07be49447db06bb6",1
"03cc635bee41b4abdb1d01a037129f67",2
"03cd6df187debb5af62956fd09581802",1
"03d0607da764c4a514082627f5359b13",1
"03db87842388b02cac90f74a61827674",1
"03dc9d56dd45ba8509173810ecf35f04",1
"03ddbf5a54d103316e7c56f6b71dcf6b",3
"03e001a4e9862742302b2df3a465395b",3
"03e04dc27cdea20a7194a07a9a271cba",1
"03e1c3bae1893658d7e76a9a5d8f869b",1
"03e28541743f8b001fcb72bd8bd185e6",1
"03e4b91fe2b1b2c8f1fd82fdc8f3cd3d",3
"03e539caaa8475b1ae2e989e4c8eefb8",3
"03e8a412feac35d552db990dac737fcd",1
"03e8a487154c28c93c6491b5646b450d",2
"03ea64dd39fac59d256f493e0533cfa4",3
"03eb77845798d9551f584ebded5f962c",2
"03eda7c2f03e241c152790be384d5026",3
"03f348ac661a8603af064190c3aec7ba",1
"03f37242e8bde089ea235ceb74343128",2
"03f434eadcf9055fceb2fd488e768833",3
"03f4fcb223d9f3af546d21d01da568a3",2
"03f7c73f24d5f6270b698439bdbe93e4",3
"03f81c8f00e87b966f5bc97baf5c9f88",1
"03f8ab2fd2a7cd86cdff76fbc30fa556",3
"03fa1127edf0c6c9337e6f975fb009f4",3
"03fb6f8e5ebdb803c7ab9eac1e127753",1
"03fd4827cde4be60b7cc55ffcafc475a",2
"040160049b8e4fc1f03518e93fad5fc8",3
"04042a3dd692dd875d10f380e47fb633",1
